intensity_meV,P_g_n1_avg,P_g_n2_avg,P_e_n1_avg,P_e_n2_avg
1.0,1.4601552242604176e-23,3.547965233039804e-26,0.0012280232632716648,7.622901248187254e-06
2.0,1.0604654260505187e-23,4.429642649061827e-27,0.0008436580904919091,2.229292614165165e-06
3.0,8.383931593514944e-24,4.681317078051017e-28,0.0006649143475084728,1.1462232390968822e-06
4.0,4.113676007123916e-24,1.8342421068908405e-28,0.00042829677104894246,5.781303242081359e-07
5.0,1.8918053277618865e-24,1.1957271580455658e-28,0.0004073839749359864,4.454542951306177e-07
6.0,8.65697638633806e-25,9.847322664900976e-29,0.00033544266024937083,3.198016293408113e-07
7.0,3.960912643997975e-25,8.958352159112721e-29,0.00028577446741578363,2.4478612009537566e-07
8.0,1.8029875640405222e-25,8.423666846941547e-29,0.0002777404221391461,2.106519489848798e-07
