intensity_meV,Evib_ground_avg_eV,Evib_excited_avg_eV,Evib_total_avg_eV
1.0,1.5355687801702534e-15,7.025415473393647e-09,7.025417008962427e-09
2.0,2.4569131906272083e-14,2.8101656953893514e-08,2.810168152302542e-08
3.0,1.2438157494582565e-13,6.322869287515976e-08,6.322881725673472e-08
4.0,3.9310879852633547e-13,1.1240646869386009e-07,1.124068618026586e-07
5.0,9.597433946631763e-13,1.756349062825611e-07,1.7563586602595575e-07
6.0,1.990137010218578e-12,2.5291390377317154e-07,2.529158939101817e-07
7.0,3.687003387152383e-12,3.442433354639837e-07,3.442470224673709e-07
8.0,6.289922081863512e-12,4.496230518313703e-07,4.4962934175345214e-07
