0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.500000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.964842120933687445e-04 3.870738978239364518e-05
5.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.644941602832668812e-03 5.210534957580358062e-04
7.500000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.002989074211424296e-02 1.975888476196506136e-03
1.000000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 2.111101220682934376e-02 4.158869404745381242e-03
1.250000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 3.050683603212866329e-02 6.009846698329347585e-03
1.500000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 3.353712999927329491e-02 6.606814609856839424e-03
1.750000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 3.069948167509844311e-02 6.047797889994393876e-03
2.000000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 2.719613125729204717e-02 5.357637857686533937e-03
2.250000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 2.825154245735169573e-02 5.565553864098284238e-03
2.500000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 3.471431809783970257e-02 6.838720665274421011e-03
2.750000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 4.279538211959822702e-02 8.430690277560850404e-03
3.000000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 4.793528370519010290e-02 9.443250889922450222e-03
3.250000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 4.895367404608731016e-02 9.643873787079201149e-03
3.500000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 4.830646872551698501e-02 9.516374338926845977e-03
3.750000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 4.845994601186566497e-02 9.546609364337536874e-03
4.000000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 4.909644491337158967e-02 9.671999647934205122e-03
4.250000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 4.899098339050642764e-02 9.651223727929767252e-03
4.500000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 5.000307785437831803e-02 9.850606337312529937e-03
4.750000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 5.706972171116754533e-02 1.124273517710000676e-02
5.000000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 7.301601370106615418e-02 1.438415469911003344e-02
5.250000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 9.412843578153110013e-02 1.854330184896162831e-02
5.500000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.120587195176777073e-01 2.207556774498251051e-02
5.750000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.204878479281783488e-01 2.373610604185113701e-02
6.000000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.201118400589455959e-01 2.366203249161228511e-02
6.250000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.176298753397251318e-01 2.317308544192585307e-02
6.500000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.200967627671341437e-01 2.365906226512543009e-02
6.750000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.297336328304122266e-01 2.555752566759120908e-02
7.000000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.433869314008318352e-01 2.824722548596387064e-02
7.250000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.563437205761688542e-01 3.079971295350526772e-02
7.500000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.662109714132721516e-01 3.274356136841461568e-02
7.750000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.731014083828837924e-01 3.410097745142810777e-02
8.000000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.771109718509494280e-01 3.489086145463703853e-02
8.250000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.775263595918504245e-01 3.497269283959453939e-02
8.500000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.755654906418187555e-01 3.458640165643829534e-02
8.750000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.766728022334926318e-01 3.480454203999804735e-02
9.000000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.876512085103809457e-01 3.696728807654504900e-02
9.250000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 2.102030655899541634e-01 4.141000392122096835e-02
9.500000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 2.377159562671808390e-01 4.683004338463463145e-02
9.750000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 2.593528858201374354e-01 5.109251850656708338e-02
1.000000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 2.681330669017107371e-01 5.282221417963701982e-02
1.025000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 2.659707770499432633e-01 5.239624307883882642e-02
1.050000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 2.616277540149167247e-01 5.154066754093859781e-02
1.075000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 2.637492985872821882e-01 5.195861182169459608e-02
1.100000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 2.750809736508256775e-01 5.419095180921266325e-02
1.125000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 2.922560084235990008e-01 5.757443365944901054e-02
1.150000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 3.099410077025444021e-01 6.105837851740125721e-02
1.175000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 3.244392046804652208e-01 6.391452332205165010e-02
1.200000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 3.338491065498025434e-01 6.576827399031111299e-02
1.225000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 3.367764916047877310e-01 6.634496884614318746e-02
1.250000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 3.331774705155082783e-01 6.563596169155513915e-02
1.275000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 3.270553093358559149e-01 6.442989593916362279e-02
1.300000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 3.265856079233221410e-01 6.433736476089446654e-02
1.325000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 3.390272891569133251e-01 6.678837596391193343e-02
1.350000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 3.640864405124573655e-01 7.172502878095410317e-02
1.375000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 3.924074651131759794e-01 7.730427062729566812e-02
1.400000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 4.116029449138878804e-01 8.108578014803591305e-02
1.425000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 4.152257387061624727e-01 8.179947052511400696e-02
1.450000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 4.072595011875416726e-01 8.023012173394571123e-02
1.475000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 3.985104560998937173e-01 7.850655985167906414e-02
1.500000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 3.983422081410143978e-01 7.847341500377984225e-02
1.525000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 4.089761742391822552e-01 8.056830632511892409e-02
1.550000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 4.262707611177320999e-01 8.397533994019323877e-02
1.575000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 4.442606761556149864e-01 8.751935320265616380e-02
1.600000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 4.582689141426304902e-01 9.027897608609822266e-02
1.625000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 4.650451988859832797e-01 9.161390418053871887e-02
1.650000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 4.626552792459667773e-01 9.114309001145545763e-02
1.675000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 4.523553132320966008e-01 8.911399670672304207e-02
1.700000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 4.405412639666861363e-01 8.678662900143717385e-02
1.725000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 4.368343554353800728e-01 8.605636802076988001e-02
1.750000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 4.477388620441213329e-01 8.820455582269190464e-02
1.775000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 4.706622930064976451e-01 9.272047172228004008e-02
1.800000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 4.941951156260616651e-01 9.735643777833415113e-02
1.825000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 5.056419827923999133e-01 9.961147061010279524e-02
1.850000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 5.002425403271885118e-01 9.854778044445614005e-02
1.875000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 4.844168954594270660e-01 9.543012840550713083e-02
1.900000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 4.702986835182491054e-01 9.264884065309508809e-02
1.925000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 4.667094470402002315e-01 9.194176106691945294e-02
1.950000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 4.744821278063453551e-01 9.347297917785005184e-02
1.975000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 4.886267787110633032e-01 9.625947540607948660e-02
2.000000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 5.029694160667872449e-01 9.908497496515709935e-02
2.025000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 5.124812351942475974e-01 1.009588033332667889e-01
2.050000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 5.133662128853873075e-01 1.011331439384213077e-01
2.075000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 5.038616405299083389e-01 9.926074318439195854e-02
2.100000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 4.865201091052523963e-01 9.584446149373473944e-02
2.125000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 4.691623217548749891e-01 9.242497738571038568e-02
