0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.500000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.330209939646137693e-06 2.306939789408165747e-08 3.586606399016399275e-11 4.225401350208978388e-14
5.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.256176669542286484e-04 1.113598109400470866e-06 6.078554759915168876e-09 2.498659504408320914e-11
7.500000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.779318712305993442e-04 7.950787436447484882e-06 7.815233592143116787e-08 5.667328093121296023e-10
1.000000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.015577526020333991e-03 2.334932682751580856e-05 2.952607272439499904e-07 2.625309660966319878e-09
1.250000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.493982925596179815e-03 3.905423799652984172e-05 4.998644160096490375e-07 4.113860671130067254e-09
1.500000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.685530372527474551e-03 4.371189363321152611e-05 4.691859097802645337e-07 2.858648935132682003e-09
1.750000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.588443757562265669e-03 3.749703247579531105e-05 3.092060884405654447e-07 1.425611005324074921e-09
2.000000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.434032144609009895e-03 2.963609777244913569e-05 2.098303253877259778e-07 1.039628163064885663e-09
2.250000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.489150490852234575e-03 2.666018414727143882e-05 1.930703318403342970e-07 1.015574348419131064e-09
2.500000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.829080708195363753e-03 2.913736140779638566e-05 2.414235075060658861e-07 1.101343749829705018e-09
2.750000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.283388811105302625e-03 3.271281591906049282e-05 3.429976902093633826e-07 1.897412329382660845e-09
3.000000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.600115793703616784e-03 2.960160176864928475e-05 3.786621547533431713e-07 3.051483802908106332e-09
3.250000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.667384644874883168e-03 1.742253713398171243e-05 2.295776586415988665e-07 2.219147056605571575e-09
3.500000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.581827554652106876e-03 4.918317753636608271e-06 4.944751843278508435e-08 5.676826002364627609e-10
3.750000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.510185463532828287e-03 4.951567902309865174e-07 4.455910308693122985e-09 1.302832712664281248e-10
4.000000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.505926134216620357e-03 1.446945966535812026e-06 1.630752968894945612e-08 1.150362038992610243e-10
4.250000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.501282881050639201e-03 2.052475595253691796e-06 1.877619917115672107e-08 7.731434442334846812e-11
4.500000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.488892823569561000e-03 2.219143202213066770e-06 1.786629846255558193e-08 8.646918900735657284e-11
4.750000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.638393468595189723e-03 4.558720977599749557e-06 2.580566277894380448e-08 8.168517495667113350e-11
5.000000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.149325983078924817e-03 1.324235032882702165e-05 1.069263539460328188e-07 4.780616226087364501e-10
