intensity_meV,Evib_avg_eV
0.16,0.004997555166648239
0.17,0.006381282876855342
0.18,0.009989535607204184
0.19,0.017877293610389686
0.195,0.023111237910884225
0.196,0.024268387647367436
0.197,0.02528557221642995
0.198,0.02597207792152528
0.199,0.02629977729814621
0.2,0.026312374156820643
0.201,0.02602034460566065
0.202,0.02538272324252726
0.203,0.024391753582880364
0.21,0.01699562672125737
0.22,0.008957533191060194
0.23,0.005149161142695183
0.24,0.003408754018293615
