intensity_meV,Evib_avg_eV
0.16,0.011028264738211922
0.17,0.016308385948858257
0.18,0.02577006785941501
0.19,0.04073243348274621
0.195,0.0476882665609966
0.196,0.0493499043213164
0.197,0.050582563368923965
0.198,0.05139092853437535
0.199,0.051858396974470616
0.2,0.05204920725552588
0.201,0.05202617753937546
0.202,0.05182736234701978
0.203,0.051381630509795544
0.21,0.042583150343649706
0.22,0.026650761682229372
0.23,0.016457862602007167
0.24,0.010964108953874042
