intensity_meV,P_g_n1_avg,P_g_n2_avg,P_e_n1_avg,P_e_n2_avg
1.0,3.6263717496210416e-17,4.9774001936487794e-20,8.988328512088886e-07,1.4037893223970524e-09
2.0,5.802169987132978e-16,7.963825629448498e-19,3.5952826097736914e-06,5.615081429701716e-09
3.0,2.9373276207574615e-15,4.0316743383573184e-18,8.089202893308216e-06,1.2633648746660406e-08
4.0,9.283313182594574e-15,1.274202705296775e-17,1.4380349740505128e-05,2.2459111995872258e-08
5.0,2.266404806326969e-14,3.11082924504893e-17,2.2468381625133152e-05,3.5090940219820145e-08
6.0,4.6995433168454945e-14,6.450571922371527e-17,3.235285947563838e-05,5.0528450811707424e-08
7.0,8.706322847038402e-14,1.1950385392653178e-16,4.403324670034819e-05,6.87708095551213e-08
8.0,1.485228483478048e-13,2.0386641986943127e-16,5.750890921825571e-05,8.981703067247123e-08
