intensity_meV,Evib_ground_avg_eV,Evib_excited_avg_eV,Evib_total_avg_eV
1.0,2.9090612400066715e-17,7.213123438829461e-07,7.213123439120368e-07
2.0,4.654478110713499e-16,2.8852102181064754e-06,2.885210218571923e-06
3.0,2.356312775547341e-15,6.491576152641231e-06,6.491576154997543e-06
4.0,7.447037789360408e-15,1.1540214371597496e-05,1.1540214379044535e-05
5.0,1.8181011718536536e-14,1.8030850804458236e-05,1.8030850822639253e-05
6.0,3.76995556855219e-14,2.596313310180944e-05,2.5963133139508992e-05
7.0,6.984178894258968e-14,3.5336630655566745e-05,3.5336630725408535e-05
8.0,1.1914446495003495e-13,4.615083462368053e-05,4.615083474282499e-05
