0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.000000000000000000e+00 5.674368733868121836e-08 2.678352200766889678e-13 5.674341950346113577e-08
1.000000000000000000e+01 4.063852296187965638e-07 2.509851772084499410e-12 4.063827197670245773e-07
1.500000000000000000e+01 4.683225420190033004e-07 4.699860024817171823e-12 4.683178421589785098e-07
2.000000000000000000e+01 2.186578486437356988e-07 3.225735815232027588e-11 2.186255912855833392e-07
2.500000000000000000e+01 2.921792153916585828e-07 8.276348917102097278e-11 2.920964519024875246e-07
3.000000000000000000e+01 1.801122661519367505e-07 1.142663991939767412e-10 1.799979997527427661e-07
3.500000000000000000e+01 6.990703051803837066e-08 1.224809774048226976e-10 6.978454954063353982e-08
4.000000000000000000e+01 9.412424332167014294e-08 1.377839219082762848e-10 9.398645939976184761e-08
4.500000000000000000e+01 1.743366813400134929e-07 1.417590360784846505e-10 1.741949223039350231e-07
5.000000000000000000e+01 5.574815467401820004e-07 1.434985743803154018e-10 5.573380481658017227e-07
5.500000000000000000e+01 4.588732158601538529e-07 1.551619352202376874e-10 4.587180539249336134e-07
6.000000000000000000e+01 1.043341801376242101e-07 2.246514990037008969e-10 1.041095286386205094e-07
6.500000000000000000e+01 7.773284889413076158e-08 2.893958337151314204e-10 7.744345306041562039e-08
7.000000000000000000e+01 6.738691842791965546e-08 3.147720430538978599e-10 6.707214638486575827e-08
7.500000000000000000e+01 2.620658140182428919e-07 3.157657412207405160e-10 2.617500482770221651e-07
8.000000000000000000e+01 2.880935549178091763e-07 3.436416495324398015e-10 2.877499132682767430e-07
8.500000000000000000e+01 2.589956491819033653e-07 3.427547005484013377e-10 2.586528944813549730e-07
9.000000000000000000e+01 4.967153680110679639e-07 3.344272288024650550e-10 4.963809407822655494e-07
9.500000000000000000e+01 2.850679167640356911e-07 3.209849253118321297e-10 2.847469318387239145e-07
1.000000000000000000e+02 1.804161882340046434e-08 3.607652057262796509e-10 1.768085361767418711e-08
1.050000000000000000e+02 2.524051253469063730e-09 3.562857190213784139e-10 2.167765534447685213e-09
1.100000000000000000e+02 1.341411654622571926e-07 3.227922548584527442e-10 1.338183732073987608e-07
1.150000000000000000e+02 5.051974581325634499e-07 2.905638075581902757e-10 5.049068943250053197e-07
1.200000000000000000e+02 4.014626397168439175e-07 3.092305801728499615e-10 4.011534091366711419e-07
1.250000000000000000e+02 2.023964521305713528e-07 3.014297753294137115e-10 2.020950223552419763e-07
1.300000000000000000e+02 2.681394289461105041e-07 2.911812782543650151e-10 2.678482476678560975e-07
1.350000000000000000e+02 1.147694143243673428e-07 2.630598727508548459e-10 1.145063544516164940e-07
1.400000000000000000e+02 9.974174152957542196e-08 2.613681109982159779e-10 9.948037341857719079e-08
1.450000000000000000e+02 1.079392362188855364e-07 1.988260924777206298e-10 1.077404101264078509e-07
1.500000000000000000e+02 2.716220312694723638e-07 1.310946030062430012e-10 2.714909366664661810e-07
1.550000000000000000e+02 6.041512638304950482e-07 8.770658328696208456e-11 6.040635572472080575e-07
1.600000000000000000e+02 3.359009131232449482e-07 8.841045309018295723e-11 3.358125026701546910e-07
1.650000000000000000e+02 6.301690641882126832e-08 7.900170216323217616e-11 6.293790471665804630e-08
1.700000000000000000e+02 5.518403130683381358e-08 7.515271140933503206e-11 5.510887859542448521e-08
1.750000000000000000e+02 1.029114001927453739e-07 6.188504273911009796e-11 1.028495151500062779e-07
1.800000000000000000e+02 3.368108381913311163e-07 5.524871372238562105e-11 3.367555894776087845e-07
