intensity_meV,P_g_n0_avg,P_g_n1_avg,P_g_n2_avg,P_g_n3_avg,P_e_n0_avg,P_e_n1_avg,P_e_n2_avg,P_e_n3_avg
1.0,0.9999991490957951,7.0521792276046565e-15,1.5713430371795373e-17,3.32478080182581e-20,8.174618235287059e-07,3.314555818630068e-08,2.954092563911673e-10,1.4066876679524929e-12
2.0,0.9999965963986313,1.1283460091237985e-13,2.514145905370207e-16,5.320872740434456e-19,3.2698320214161164e-06,1.32581972926099e-07,1.1816345861550205e-09,5.6269399167605616e-12
3.0,0.9999923419550716,5.712232639887803e-13,1.272780610028739e-15,2.693714017497324e-18,7.357064642765784e-06,2.9830838180002784e-07,2.6586699449835262e-09,1.2660604803812899e-11
4.0,0.9999863858427341,1.8053394985727836e-12,4.022589227554152e-15,8.513339610869557e-18,1.3079083108157684e-05,5.303233388153022e-07,4.726504746309776e-09,2.250762650260225e-11
5.0,0.9999787281702814,4.407542129330451e-12,9.820693163811709e-15,2.078414801718221e-17,2.0435780199525587e-05,8.286248114803675e-07,7.385124087359369e-09,3.516794133993994e-11
6.0,0.9999693690774586,9.139416574090422e-12,2.0363984290239225e-14,4.309720549227652e-17,2.9427018051638893e-05,1.193210179957898e-06,1.0634508775888922e-08,5.064146487551607e-11
7.0,0.999958308735097,1.693176084007849e-11,3.772634814961714e-14,7.984149179898198e-17,4.005262813506255e-05,1.6240762367864904e-06,1.4474635283054496e-08,6.892811157453752e-11
8.0,0.9999455473451159,2.888456839535385e-11,6.435860727189076e-14,1.3620359901502168e-16,5.2312411244125244e-05,2.12121918676713e-06,1.8905475823161384e-08,9.002775725566537e-11
