0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.000000000000000000e+00 4.707392487423754727e-05 2.752845681484868486e-07 1.298498134565043286e-09 5.012046716578325915e-12 1.637923571718530393e-14
1.000000000000000000e+01 9.716021395949092393e-05 2.469028045657764682e-06 3.672678894855171922e-08 4.003229655103055489e-10 3.492498606966878133e-12
1.500000000000000000e+01 5.531812086757681272e-05 4.625312513902913796e-06 1.101223912723425336e-07 1.491300971298594140e-09 1.363925076877904655e-11
2.000000000000000000e+01 1.351885430016324876e-06 4.081927910403643876e-06 1.176617941879333893e-07 1.285677619154508914e-09 7.998007994983771811e-12
2.500000000000000000e+01 3.154587244903327582e-05 5.580859900427505173e-06 1.177843039739681054e-07 1.068492092161151318e-09 5.948523328422767637e-12
3.000000000000000000e+01 8.625164258576421936e-05 9.559429537171089861e-06 1.686100804652181007e-07 1.367563450651672371e-09 6.948032504900149347e-12
3.500000000000000000e+01 6.667641615718528764e-05 8.677677184830128051e-06 2.055441474589415699e-07 2.296187413281372499e-09 1.624254659026249460e-11
4.000000000000000000e+01 8.071596858807421636e-06 5.148245820570851804e-06 1.631506092186877214e-07 2.196830011101899283e-09 1.854407540342059383e-11
4.500000000000000000e+01 1.710035295929165878e-05 5.456548111245492076e-06 1.193493484007377300e-07 1.072099577003777534e-09 5.730035794010237850e-12
5.000000000000000000e+01 8.172225756101520074e-05 5.540171333808171078e-06 7.992473731715080912e-08 6.136124362304891718e-10 3.148217666685791942e-12
5.500000000000000000e+01 8.398900180398073700e-05 2.241679855863536904e-06 4.790512498257461450e-08 4.515946853104482491e-10 2.326586391137109538e-12
6.000000000000000000e+01 1.776385343580214363e-05 2.602909130284364710e-07 1.904842222031561059e-08 4.071132369717581713e-10 4.524706617417105758e-12
6.500000000000000000e+01 9.988542347326860422e-06 1.552401828438435812e-07 6.777910465172140959e-09 2.704116964356053530e-10 4.385099948070127790e-12
7.000000000000000000e+01 7.743772131515898056e-05 4.632043084685986131e-07 7.959534397514818849e-09 2.361527835228462513e-10 2.795716838220134150e-12
