intensity_meV,P_g_n1_avg,P_g_n2_avg,P_e_n1_avg,P_e_n2_avg
1.0,1.4196613180641943e-13,3.7552452796747824e-16,3.302973931184331e-06,2.9147567867133693e-08
2.0,1.4194867023908073e-13,3.9478421231779074e-16,3.443738916988391e-06,1.2507252510740069e-08
3.0,1.4194234313678938e-13,4.0130993876124617e-16,3.419025315311499e-06,9.00335125437822e-09
4.0,1.4193891982526877e-13,4.045923990877625e-16,3.4883779724215624e-06,7.64614546489967e-09
5.0,1.4193667725621098e-13,4.065679921181562e-16,3.2814886627165467e-06,6.740812635906313e-09
6.0,1.4193503039884663e-13,4.0788749610552354e-16,3.424558407025607e-06,6.422841171290303e-09
7.0,1.4193372590878835e-13,4.0883111670159583e-16,3.4848370602542846e-06,6.1503009400427055e-09
8.0,1.4193263625896396e-13,4.0953938347428356e-16,3.2999910411696533e-06,5.833442247572081e-09
