intensity_meV,Evib_ground_avg_eV,Evib_excited_avg_eV,Evib_total_avg_eV
1.0,2.854343617247088e-14,6.722538133837198e-07,6.722538419271559e-07
2.0,5.709529546548654e-14,1.3875013688039486e-06,1.3875014258992437e-06
3.0,8.56469778085871e-14,2.0622192106921533e-06,2.062219296339131e-06
4.0,1.1419848369875543e-13,2.8029362106810896e-06,2.8029363248795733e-06
5.0,1.427498132404473e-13,3.29497028798836e-06,3.2949704307381734e-06
6.0,1.7130096646926922e-13,4.124884907241824e-06,4.124885078542791e-06
7.0,1.9985194339906818e-13,4.895992726988118e-06,4.895992926840062e-06
8.0,2.284027440414601e-13,5.298652681063674e-06,5.298652909466419e-06
