intensity_meV,P_g_n1_avg,P_g_n2_avg,P_e_n1_avg,P_e_n2_avg
1.0,4.113676007123916e-24,1.8342421068908405e-28,0.00042829677104894246,5.781303242081359e-07
2.0,6.562347274338157e-23,2.9178785758746946e-27,0.0017062072205264248,2.302678972804968e-06
3.0,3.305759876859583e-22,1.4629877276020184e-26,0.003812918738620043,5.144300968071504e-06
4.0,1.03755164092761e-21,4.5616202306957556e-26,0.006714164532214489,9.05469124166203e-06
5.0,2.510544957439914e-21,1.0944105736373759e-25,0.010362846672233054,1.3967477570949589e-05
6.0,5.149231006728213e-21,2.2213360797167677e-25,0.014699891946276696,1.979944711044551e-05
7.0,9.4168628707054e-21,4.012152859024593e-25,0.019655324476413428,2.6452083474371512e-05
8.0,1.5826145639644753e-20,6.646115638372308e-25,0.025149535004650572,3.381338549608113e-05
