intensity_meV,P_g_n1_avg,P_g_n2_avg,P_e_n1_avg,P_e_n2_avg
1.0,1.4601552242604176e-23,3.547965233039804e-26,0.0012280232632716648,7.622901248187254e-06
2.0,4.235288053907284e-23,1.7693387096023196e-26,0.0016851280222577956,4.452644286589459e-06
3.0,7.528090420805462e-23,4.198237304867534e-27,0.0019894664995687484,3.42926125805511e-06
4.0,6.562347274338157e-23,2.9178785758746946e-27,0.0017062072205264248,2.302678972804968e-06
5.0,4.713346129816027e-23,2.964866974864333e-27,0.0020253539925378598,2.214185601288586e-06
6.0,3.105310298257338e-23,3.50802766644748e-27,0.0019984623893600983,1.90474151983503e-06
7.0,1.9342170294673231e-23,4.3352140539388124e-27,0.001983023822435101,1.6981014956107856e-06
8.0,1.1505458209186946e-23,5.315140509164322e-27,0.002199136444158626,1.6674411567475838e-06
