intensity_meV,Evib_ground_avg_eV,Evib_excited_avg_eV,Evib_total_avg_eV
1.0,2.9345023094529936e-24,0.00024865381315360786,0.00024865381315360786
2.0,1.6955306925305955e-23,0.0006776133243323897,0.0006776133243323897
3.0,4.517358040959861e-23,0.001197795013250915,0.001197795013250915
4.0,5.250344680042666e-23,0.0013686500627776278,0.0013686500627776278
5.0,4.7139391032109997e-23,0.002029782363740436,0.002029782363740436
6.0,3.7272142845487527e-23,0.002402726246879724,0.002402726246879724
7.0,2.7091177011893555e-23,0.002780988035596851,0.002780988035596851
8.0,1.8425741584328442e-23,0.00352395412235539,0.00352395412235539
