# time_fs  P_UP  P_LP  P_GS  P_DS
5.750000000000000000e+02 6.087003155528017406e-02 9.370206058455589071e-01 0.000000000000000000e+00 2.109362599180321721e-03
5.775000000000000000e+02 5.447676478603561551e-02 9.409372203796257939e-01 0.000000000000000000e+00 4.586014834357499126e-03
5.800000000000000000e+02 4.866846933635159828e-02 9.416816830291754314e-01 0.000000000000000000e+00 9.649847634492040097e-03
5.825000000000000000e+02 4.288022894201458379e-02 9.441321000297864252e-01 0.000000000000000000e+00 1.298767102821839908e-02
5.850000000000000000e+02 3.701148029428876635e-02 9.515637328820563123e-01 0.000000000000000000e+00 1.142478682367423400e-02
5.875000000000000000e+02 3.167853878902273518e-02 9.617862617680873472e-01 0.000000000000000000e+00 6.535199442909218198e-03
5.900000000000000000e+02 2.735943619443220731e-02 9.695697187863976385e-01 0.000000000000000000e+00 3.070845019188966820e-03
5.925000000000000000e+02 2.384984378273797070e-02 9.722499486985566319e-01 0.000000000000000000e+00 3.900207518723815357e-03
5.950000000000000000e+02 2.083017500334351235e-02 9.720522387251143703e-01 0.000000000000000000e+00 7.117586271559813230e-03
5.975000000000000000e+02 1.831549169241450392e-02 9.732794026945872368e-01 0.000000000000000000e+00 8.405105613016763608e-03
6.000000000000000000e+02 1.617687266808532504e-02 9.779224565256042778e-01 0.000000000000000000e+00 5.900670806329540684e-03
6.025000000000000000e+02 1.383994521952082793e-02 9.839626455847860775e-01 0.000000000000000000e+00 2.197409195711605770e-03
6.050000000000000000e+02 1.095483538832269996e-02 9.877561523205407035e-01 0.000000000000000000e+00 1.289012291154886846e-03
6.075000000000000000e+02 7.944281536266745505e-03 9.881051316303383070e-01 0.000000000000000000e+00 3.950586833412615684e-03
6.100000000000000000e+02 5.443379837178239852e-03 9.876483026815330302e-01 0.000000000000000000e+00 6.908317481306202983e-03
6.125000000000000000e+02 3.536846935155915118e-03 9.897362317721412062e-01 0.000000000000000000e+00 6.726921292719888548e-03
6.150000000000000000e+02 1.980226192214681533e-03 9.942261264138398946e-01 0.000000000000000000e+00 3.793647393963426803e-03
6.175000000000000000e+02 8.427500719826087503e-04 9.973822766556732500e-01 0.000000000000000000e+00 1.774973272363059192e-03
6.200000000000000000e+02 3.753313974265862305e-04 9.963617679553201656e-01 0.000000000000000000e+00 3.262900647272251424e-03
6.225000000000000000e+02 4.564793682970990675e-04 9.928638596573212682e-01 0.000000000000000000e+00 6.679660974400895498e-03
6.250000000000000000e+02 7.747390220463960505e-04 9.911688182036860750e-01 0.000000000000000000e+00 8.056442774286805275e-03
6.275000000000000000e+02 1.420494098293669221e-03 9.928851602692108091e-01 0.000000000000000000e+00 5.694345632514681219e-03
6.300000000000000000e+02 2.671221312138621039e-03 9.950783714134232572e-01 0.000000000000000000e+00 2.250407274456801745e-03
6.325000000000000000e+02 4.300917483900908514e-03 9.939647214228254368e-01 0.000000000000000000e+00 1.734361093293004851e-03
6.350000000000000000e+02 5.755845373863258813e-03 9.893373886332947897e-01 0.000000000000000000e+00 4.906765992860581509e-03
6.375000000000000000e+02 6.964053475070217103e-03 9.846552632357059576e-01 0.000000000000000000e+00 8.380683289242733813e-03
6.400000000000000000e+02 8.376628412745893565e-03 9.831975005509896448e-01 0.000000000000000000e+00 8.425871036283723997e-03
6.425000000000000000e+02 1.027592190197912890e-02 9.845094982224105173e-01 0.000000000000000000e+00 5.214579875628609987e-03
6.450000000000000000e+02 1.262494798286325007e-02 9.846473902231523967e-01 0.000000000000000000e+00 2.727661794001578609e-03
6.475000000000000000e+02 1.555323152150383213e-02 9.801610486293503843e-01 0.000000000000000000e+00 4.285719849162176673e-03
6.500000000000000000e+02 1.938618494481388413e-02 9.719306687660033139e-01 0.000000000000000000e+00 8.683146289199623544e-03
6.525000000000000000e+02 2.407705352760794795e-02 9.645256350026583103e-01 0.000000000000000000e+00 1.139731146975083743e-02
6.550000000000000000e+02 2.908973567401521021e-02 9.613769357204344779e-01 0.000000000000000000e+00 9.533328605567048530e-03
6.575000000000000000e+02 3.404909203938398521e-02 9.610738802157882121e-01 0.000000000000000000e+00 4.877027744844035333e-03
6.600000000000000000e+02 3.915653249524097407e-02 9.591082224228130171e-01 0.000000000000000000e+00 1.735245081962598877e-03
6.625000000000000000e+02 4.477482368657438594e-02 9.530370110587396137e-01 0.000000000000000000e+00 2.188165254701030828e-03
6.650000000000000000e+02 5.096472448308307646e-02 9.449016274296734297e-01 0.000000000000000000e+00 4.133648087259664088e-03
6.675000000000000000e+02 5.763892569891658491e-02 9.381457122098875168e-01 0.000000000000000000e+00 4.215362091212452797e-03
6.700000000000000000e+02 6.473025832956655345e-02 9.332015055259361702e-01 0.000000000000000000e+00 2.068236144513506403e-03
6.725000000000000000e+02 7.186632443456276997e-02 9.273645792836494595e-01 0.000000000000000000e+00 7.690962818046548442e-04
6.750000000000000000e+02 7.828299879788735982e-02 9.187284269028405115e-01 0.000000000000000000e+00 2.988574299289594761e-03
6.775000000000000000e+02 8.350806383451091219e-02 9.089800357079319548e-01 0.000000000000000000e+00 7.511900457573718673e-03
6.800000000000000000e+02 8.792671434186125068e-02 9.017658734458795511e-01 0.000000000000000000e+00 1.030741221227536239e-02
6.825000000000000000e+02 9.242715222149444632e-02 8.985385716852682947e-01 0.000000000000000000e+00 9.034276093253738871e-03
6.850000000000000000e+02 9.775968641966617523e-02 8.963317028752180171e-01 0.000000000000000000e+00 5.908610705133343979e-03
6.875000000000000000e+02 1.043909407100118147e-01 8.901127807014916904e-01 0.000000000000000000e+00 5.496278588513698118e-03
6.900000000000000000e+02 1.125509972134803999e-01 8.778448534671885461e-01 0.000000000000000000e+00 9.604149319347768041e-03
6.925000000000000000e+02 1.220335938489948424e-01 8.630153327977471145e-01 0.000000000000000000e+00 1.495107335327564707e-02
6.950000000000000000e+02 1.321084789391671621e-01 8.514815981894177099e-01 0.000000000000000000e+00 1.640992287143268336e-02
6.975000000000000000e+02 1.419713604843989563e-01 8.457299225107279828e-01 0.000000000000000000e+00 1.229871700489186363e-02
7.000000000000000000e+02 1.513559079057062162e-01 8.427228897992394829e-01 0.000000000000000000e+00 5.921202295072973409e-03
7.025000000000000000e+02 1.606168635563655911e-01 8.374741814571802223e-01 0.000000000000000000e+00 1.908954986473003577e-03
7.050000000000000000e+02 1.702782732827205492e-01 8.281157461346084769e-01 0.000000000000000000e+00 1.605980582689308170e-03
7.075000000000000000e+02 1.806233770559594609e-01 8.168715694138839467e-01 0.000000000000000000e+00 2.505053530175942785e-03
7.100000000000000000e+02 1.915474271891017266e-01 8.064437348707991227e-01 0.000000000000000000e+00 2.008837940117623802e-03
7.125000000000000000e+02 2.024640591954209867e-01 7.967286216406388455e-01 0.000000000000000000e+00 8.073191639601278368e-04
7.150000000000000000e+02 2.123701522077750814e-01 7.858331584032128836e-01 0.000000000000000000e+00 1.796689389032406084e-03
7.175000000000000000e+02 2.203827115763795919e-01 7.735861497906770801e-01 0.000000000000000000e+00 6.031138632962390958e-03
7.200000000000000000e+02 2.264254747140065915e-01 7.627843864527722451e-01 0.000000000000000000e+00 1.079013883324070333e-02
7.225000000000000000e+02 2.313518770878833786e-01 7.563675099763812470e-01 0.000000000000000000e+00 1.228061293575480328e-02
7.250000000000000000e+02 2.364740886503259865e-01 7.534943232421759118e-01 0.000000000000000000e+00 1.003158810751695121e-02
7.275000000000000000e+02 2.430155810567858898e-01 7.491033853044006818e-01 0.000000000000000000e+00 7.881033638834156543e-03
7.300000000000000000e+02 2.516739851472254985e-01 7.383038717955681118e-01 0.000000000000000000e+00 1.002214305722775103e-02
7.325000000000000000e+02 2.623157283866639489e-01 7.215131128739824540e-01 0.000000000000000000e+00 1.617115873937577386e-02
7.350000000000000000e+02 2.740609056784016895e-01 7.046262718088729393e-01 0.000000000000000000e+00 2.131282251274702055e-02
7.375000000000000000e+02 2.858064214898656807e-01 6.936079443158204016e-01 0.000000000000000000e+00 2.058563419433539696e-02
7.400000000000000000e+02 2.968060977553289015e-01 6.891240443215624900e-01 0.000000000000000000e+00 1.406985792313044693e-02
7.425000000000000000e+02 3.069721850936091290e-01 6.865983536430902978e-01 0.000000000000000000e+00 6.429461263322325780e-03
7.450000000000000000e+02 3.168274157526159707e-01 6.810462167094772923e-01 0.000000000000000000e+00 2.126367537928345198e-03
7.475000000000000000e+02 3.271238677042851428e-01 6.713541567775487273e-01 0.000000000000000000e+00 1.521975518189049243e-03
7.500000000000000000e+02 3.382362941601780304e-01 6.599289897284934536e-01 0.000000000000000000e+00 1.834716111352373193e-03
7.525000000000000000e+02 3.496910181093751957e-01 6.489980225697018490e-01 0.000000000000000000e+00 1.310959320946729258e-03
7.550000000000000000e+02 3.602649850645817109e-01 6.383558086671605736e-01 0.000000000000000000e+00 1.379206268280698446e-03
7.575000000000000000e+02 3.686709472945534083e-01 6.270156343333648241e-01 0.000000000000000000e+00 4.313418372104516757e-03
7.600000000000000000e+02 3.743109430755332534e-01 6.161074854035289983e-01 0.000000000000000000e+00 9.581571520960164429e-03
7.625000000000000000e+02 3.775819310741899137e-01 6.088020081445222331e-01 0.000000000000000000e+00 1.361606078131057454e-02
7.650000000000000000e+02 3.797331395617301597e-01 6.066660790697675498e-01 0.000000000000000000e+00 1.360078136852637364e-02
7.675000000000000000e+02 3.824906275787309240e-01 6.064997239109966021e-01 0.000000000000000000e+00 1.100964851029777661e-02
7.700000000000000000e+02 3.873785754840636808e-01 6.020616226875663557e-01 0.000000000000000000e+00 1.055980182839477352e-02
7.725000000000000000e+02 3.948842865897070897e-01 5.899303639231873175e-01 0.000000000000000000e+00 1.518534948713253473e-02
7.750000000000000000e+02 4.042372554448308009e-01 5.734072429818407590e-01 0.000000000000000000e+00 2.235550157335483568e-02
7.775000000000000000e+02 4.141028375602665568e-01 5.598368957481989483e-01 0.000000000000000000e+00 2.606026669156147682e-02
7.800000000000000000e+02 4.233918674194219744e-01 5.539970426278020277e-01 0.000000000000000000e+00 2.261108995280396855e-02
7.825000000000000000e+02 4.315595821897000306e-01 5.543363724237243551e-01 0.000000000000000000e+00 1.410404538660436219e-02
7.850000000000000000e+02 4.386889829500798532e-01 5.552282606618137439e-01 0.000000000000000000e+00 6.082756388134292862e-03
7.875000000000000000e+02 4.455280729690502262e-01 5.522427684627313482e-01 0.000000000000000000e+00 2.229158568246444004e-03
7.900000000000000000e+02 4.530175484780640249e-01 5.452348785783835972e-01 0.000000000000000000e+00 1.747572943582278906e-03
7.925000000000000000e+02 4.613259494327489607e-01 5.368860882435513293e-01 0.000000000000000000e+00 1.787962323728497930e-03
7.950000000000000000e+02 4.693888705132681638e-01 5.290999751639486881e-01 0.000000000000000000e+00 1.511154322814056965e-03
7.975000000000000000e+02 4.755771378230311264e-01 5.216291596487011573e-01 0.000000000000000000e+00 2.793702528300001306e-03
8.000000000000000000e+02 4.787691589047560203e-01 5.142006423980364227e-01 0.000000000000000000e+00 7.030198697239822825e-03
8.025000000000000000e+02 4.788327724609959257e-01 5.088080044318189499e-01 0.000000000000000000e+00 1.235922310721754291e-02
8.050000000000000000e+02 4.765480334217868652e-01 5.084013323283282926e-01 0.000000000000000000e+00 1.505063424991652174e-02
8.075000000000000000e+02 4.734973625407326581e-01 5.127743878018323764e-01 0.000000000000000000e+00 1.372824965746495367e-02
8.100000000000000000e+02 4.717156566141974539e-01 5.167781938554035781e-01 0.000000000000000000e+00 1.150614953042998490e-02
8.125000000000000000e+02 4.726529454205966596e-01 5.142430450213146820e-01 0.000000000000000000e+00 1.310400955811903169e-02
8.150000000000000000e+02 4.762134315394674910e-01 5.041998124132605064e-01 0.000000000000000000e+00 1.958675604730261005e-02
8.175000000000000000e+02 4.810747009369047977e-01 4.924333595377835548e-01 0.000000000000000000e+00 2.649193952534127997e-02
8.200000000000000000e+02 4.858543024961520795e-01 4.863453333275726820e-01 0.000000000000000000e+00 2.780036417630561002e-02
8.225000000000000000e+02 4.897118126671128335e-01 4.885694806164747050e-01 0.000000000000000000e+00 2.171870671644204193e-02
8.250000000000000000e+02 4.922957599656960781e-01 4.955004485532510383e-01 0.000000000000000000e+00 1.220379148108215184e-02
8.275000000000000000e+02 4.938804187074348206e-01 5.011966263035211311e-01 0.000000000000000000e+00 4.922954989072585337e-03
8.300000000000000000e+02 4.954599378165628343e-01 5.023558363341456001e-01 0.000000000000000000e+00 2.184225849320292189e-03
8.325000000000000000e+02 4.979459161606456519e-01 5.000143021153719003e-01 0.000000000000000000e+00 2.039781724011219526e-03
8.350000000000000000e+02 5.010152412403047206e-01 4.970974448366914933e-01 0.000000000000000000e+00 1.887313923031640542e-03
8.375000000000000000e+02 5.031047768158027900e-01 4.950236458060089939e-01 0.000000000000000000e+00 1.871577378218242885e-03
8.400000000000000000e+02 5.026203346312335674e-01 4.933100400370673544e-01 0.000000000000000000e+00 4.069625331729136673e-03
8.425000000000000000e+02 4.988981989528619154e-01 4.922089962123740170e-01 0.000000000000000000e+00 8.892804834794935248e-03
8.450000000000000000e+02 4.922175898955907236e-01 4.942578708718820546e-01 0.000000000000000000e+00 1.352453923255896029e-02
8.475000000000000000e+02 4.836201201833640884e-01 5.017300148577749086e-01 0.000000000000000000e+00 1.464986495889257501e-02
8.500000000000000000e+02 4.749377649433737525e-01 5.125854884855580718e-01 0.000000000000000000e+00 1.247674657110035487e-02
8.525000000000000000e+02 4.682281650234226822e-01 5.205824286621620889e-01 0.000000000000000000e+00 1.118940631444748958e-02
8.550000000000000000e+02 4.644478241059783463e-01 5.208490607040573428e-01 0.000000000000000000e+00 1.470311518999802176e-02
8.575000000000000000e+02 4.628460329868438472e-01 5.151442517102269303e-01 0.000000000000000000e+00 2.200971530296471843e-02
8.600000000000000000e+02 4.619196929265144691e-01 5.106469171717078481e-01 0.000000000000000000e+00 2.743338990181293582e-02
8.625000000000000000e+02 4.605711880602683661e-01 5.134760930908699450e-01 0.000000000000000000e+00 2.595271884889795849e-02
8.650000000000000000e+02 4.582359502280538566e-01 5.237458239914614122e-01 0.000000000000000000e+00 1.801822578052146226e-02
8.675000000000000000e+02 4.547244421556624339e-01 5.364039507561852993e-01 0.000000000000000000e+00 8.871607088188007348e-03
8.700000000000000000e+02 4.505421837547663455e-01 5.460470195230446855e-01 0.000000000000000000e+00 3.410796722225719127e-03
8.725000000000000000e+02 4.468029477779317249e-01 5.510423088894541577e-01 0.000000000000000000e+00 2.154743332651364550e-03
8.750000000000000000e+02 4.440865837725502252e-01 5.536535226487256933e-01 0.000000000000000000e+00 2.259893578760108646e-03
8.775000000000000000e+02 4.415277435985771048e-01 5.566905705845495156e-01 0.000000000000000000e+00 1.781685816908824089e-03
8.800000000000000000e+02 4.374418181895326496e-01 5.606674251574661483e-01 0.000000000000000000e+00 1.890756653037094399e-03
8.825000000000000000e+02 4.306551635321683724e-01 5.647062866345190502e-01 0.000000000000000000e+00 4.638549833349135849e-03
8.850000000000000000e+02 4.209892706018104058e-01 5.695662694575356344e-01 0.000000000000000000e+00 9.444459940691388167e-03
8.875000000000000000e+02 4.089765263033477427e-01 5.780939058167678946e-01 0.000000000000000000e+00 1.292956787992184317e-02
8.900000000000000000e+02 3.958168873027436141e-01 5.915921576977808405e-01 0.000000000000000000e+00 1.259095499951152011e-02
8.925000000000000000e+02 3.833888024985261378e-01 6.065251356276967210e-01 0.000000000000000000e+00 1.008606187381280023e-02
8.950000000000000000e+02 3.733678643755836690e-01 6.166393406176426950e-01 0.000000000000000000e+00 9.992795006810255981e-03
8.975000000000000000e+02 3.660000057656778161e-01 6.191484953188123308e-01 0.000000000000000000e+00 1.485149891554732315e-02
9.000000000000000000e+02 3.601529106088492416e-01 6.180376889662281270e-01 0.000000000000000000e+00 2.180940042496068779e-02
9.025000000000000000e+02 3.545544203437062114e-01 6.205165657317978090e-01 0.000000000000000000e+00 2.492901392453432396e-02
9.050000000000000000e+02 3.484997149286251927e-01 6.305198667795330891e-01 0.000000000000000000e+00 2.098041829188136698e-02
9.075000000000000000e+02 3.416254979834156269e-01 6.458414908735544691e-01 0.000000000000000000e+00 1.253301114306982524e-02
9.100000000000000000e+02 3.339160327606081613e-01 6.608696151320969658e-01 0.000000000000000000e+00 5.214352107336221731e-03
9.125000000000000000e+02 3.260623472620691743e-01 6.716192476738125361e-01 0.000000000000000000e+00 2.318405064160710977e-03
9.150000000000000000e+02 3.190280805446059631e-01 6.784944371674970220e-01 0.000000000000000000e+00 2.477482287937458633e-03
9.175000000000000000e+02 3.128874318802838950e-01 6.846487769699309833e-01 0.000000000000000000e+00 2.463791149827079027e-03
9.200000000000000000e+02 3.064967725982714608e-01 6.920771755511363477e-01 0.000000000000000000e+00 1.426051850632312646e-03
9.225000000000000000e+02 2.984901094806508559e-01 6.999882664354576400e-01 0.000000000000000000e+00 1.521624083931139232e-03
9.250000000000000000e+02 2.882523343173978847e-01 7.072135095647893444e-01 0.000000000000000000e+00 4.534156117852046822e-03
9.275000000000000000e+02 2.759342070028003580e-01 7.151418242034266459e-01 0.000000000000000000e+00 8.923968793811260652e-03
9.300000000000000000e+02 2.621758667535474818e-01 7.267257693002573404e-01 0.000000000000000000e+00 1.109836394623444494e-02
9.325000000000000000e+02 2.481865912153392584e-01 7.422398808047513397e-01 0.000000000000000000e+00 9.573527979950580830e-03
9.350000000000000000e+02 2.355483040894835733e-01 7.573135116267314393e-01 0.000000000000000000e+00 7.138184283824954533e-03
9.375000000000000000e+02 2.252406763141120427e-01 7.666230466231490626e-01 0.000000000000000000e+00 8.136277062780656461e-03
9.400000000000000000e+02 2.169307733414566619e-01 7.695761843709920669e-01 0.000000000000000000e+00 1.349304228759120108e-02
9.425000000000000000e+02 2.095454217538995356e-01 7.713613969555098704e-01 0.000000000000000000e+00 1.909318129063091937e-02
9.450000000000000000e+02 2.022682536786370444e-01 7.780329289605074639e-01 0.000000000000000000e+00 1.969881736089522037e-02
9.475000000000000000e+02 1.947100928097507122e-01 7.910186208955489739e-01 0.000000000000000000e+00 1.427128629474051433e-02
9.500000000000000000e+02 1.866565384781745940e-01 8.064268801850922319e-01 0.000000000000000000e+00 6.916581336773360705e-03
9.525000000000000000e+02 1.782629378415325205e-01 8.191252162051823049e-01 0.000000000000000000e+00 2.611845953324579660e-03
9.550000000000000000e+02 1.702080205730402696e-01 8.273197748556653242e-01 0.000000000000000000e+00 2.472204571334542158e-03
9.575000000000000000e+02 1.630538933157064108e-01 8.334134976796563343e-01 0.000000000000000000e+00 3.532609004675856847e-03
9.600000000000000000e+02 1.564883764843759406e-01 8.406367036528971104e-01 0.000000000000000000e+00 2.874919862765621184e-03
9.625000000000000000e+02 1.495299478409716221e-01 8.493717137493712599e-01 0.000000000000000000e+00 1.098338409695736023e-03
9.650000000000000000e+02 1.413873343740030264e-01 8.574459493255426334e-01 0.000000000000000000e+00 1.166716300493376643e-03
9.675000000000000000e+02 1.318934887932064481e-01 8.637958240273470034e-01 0.000000000000000000e+00 4.310687179486218969e-03
9.700000000000000000e+02 1.213398465975613905e-01 8.705803532858645832e-01 0.000000000000000000e+00 8.079800116614419339e-03
9.725000000000000000e+02 1.103422475969081662e-01 8.807026731888386584e-01 0.000000000000000000e+00 8.955079214293875517e-03
9.750000000000000000e+02 9.985554500849302961e-02 8.936127063504616386e-01 0.000000000000000000e+00 6.531748641086711042e-03
9.775000000000000000e+02 9.081861651768854959e-02 9.048409516967692579e-01 0.000000000000000000e+00 4.340431785583950819e-03
9.800000000000000000e+02 8.350106356538619656e-02 9.104730412495435354e-01 0.000000000000000000e+00 6.025895185111947334e-03
9.825000000000000000e+02 7.739764517980030067e-02 9.116081455454202453e-01 0.000000000000000000e+00 1.099420927482093815e-02
9.850000000000000000e+02 7.183984494666857679e-02 9.135166140189042716e-01 0.000000000000000000e+00 1.464354103446873639e-02
9.875000000000000000e+02 6.644766148848080256e-02 9.203634930735231645e-01 0.000000000000000000e+00 1.318884543803790742e-02
9.900000000000000000e+02 6.102769321396119689e-02 9.312635965264730586e-01 0.000000000000000000e+00 7.708710259607549561e-03
9.925000000000000000e+02 5.550105246438372109e-02 9.415642252528219069e-01 0.000000000000000000e+00 2.934722282836419935e-03
9.950000000000000000e+02 5.007760145528955542e-02 9.476731396046131906e-01 0.000000000000000000e+00 2.249258940138646259e-03
9.975000000000000000e+02 4.515490112617247948e-02 9.504203699047377718e-01 0.000000000000000000e+00 4.424728969130645694e-03
1.000000000000000000e+03 4.086734438852140938e-02 9.535831930053357830e-01 0.000000000000000000e+00 5.549462606182919630e-03
1.002500000000000000e+03 3.689877908627483410e-02 9.593449008247789678e-01 0.000000000000000000e+00 3.756320088986204314e-03
1.005000000000000000e+03 3.278835368644813369e-02 9.659519288135207660e-01 0.000000000000000000e+00 1.259717500071248775e-03
1.007500000000000000e+03 2.829278864504987390e-02 9.702385873689032270e-01 0.000000000000000000e+00 1.468623986086784773e-03
1.010000000000000000e+03 2.347678732642364749e-02 9.717844766711926097e-01 0.000000000000000000e+00 4.738736002424324099e-03
1.012500000000000000e+03 1.862605465071656002e-02 9.735900717941250448e-01 0.000000000000000000e+00 7.783873555198964241e-03
1.015000000000000000e+03 1.413890230054352590e-02 9.784524722032990063e-01 0.000000000000000000e+00 7.408625496198370866e-03
1.017500000000000000e+03 1.038905938694865451e-02 9.853448974324361398e-01 0.000000000000000000e+00 4.266043180656946612e-03
1.020000000000000000e+03 7.542012694943508837e-03 9.901978611345275683e-01 0.000000000000000000e+00 2.260126170569980338e-03
1.022500000000000000e+03 5.480798353577827874e-03 9.904358080060096103e-01 0.000000000000000000e+00 4.083393640452412723e-03
1.025000000000000000e+03 3.963749732297280892e-03 9.880583468463103314e-01 0.000000000000000000e+00 7.977903421432583006e-03
1.027500000000000000e+03 2.817223211190679737e-03 9.875528780030400355e-01 0.000000000000000000e+00 9.629898785809562836e-03
1.030000000000000000e+03 1.944617732526143306e-03 9.909557199622758272e-01 0.000000000000000000e+00 7.099662305237855464e-03
1.032500000000000000e+03 1.280309388561251625e-03 9.956445705987237993e-01 0.000000000000000000e+00 3.075120012755436227e-03
1.035000000000000000e+03 8.215932112678738745e-04 9.972957289081847421e-01 0.000000000000000000e+00 1.882677880587776444e-03
1.037500000000000000e+03 5.981785118995624432e-04 9.947292734130797065e-01 0.000000000000000000e+00 4.672548075061323802e-03
1.040000000000000000e+03 5.843917119387279915e-04 9.912363459174783342e-01 0.000000000000000000e+00 8.179262370623470793e-03
1.042500000000000000e+03 7.635178717648054324e-04 9.907990771477607206e-01 0.000000000000000000e+00 8.437404980514802075e-03
1.045000000000000000e+03 1.240326590626627612e-03 9.935084569805772148e-01 0.000000000000000000e+00 5.251216428835936770e-03
1.047500000000000000e+03 2.159856904552147957e-03 9.955106525044663535e-01 0.000000000000000000e+00 2.329490591021575029e-03
1.050000000000000000e+03 3.608452681534645833e-03 9.934014224941306592e-01 0.000000000000000000e+00 2.990124824374567995e-03
1.052500000000000000e+03 5.699342922198642573e-03 9.878943202436241133e-01 0.000000000000000000e+00 6.406336834216872118e-03
1.055000000000000000e+03 8.568173092328271873e-03 9.828298512785722529e-01 0.000000000000000000e+00 8.601975629138983517e-03
1.057500000000000000e+03 1.212032678158000976e-02 9.809199986564927087e-01 0.000000000000000000e+00 6.959674561967576535e-03
1.060000000000000000e+03 1.594249295760099758e-02 9.809152182146910759e-01 0.000000000000000000e+00 3.142288827748474823e-03
1.062500000000000000e+03 1.964289611851927075e-02 9.792315643602189645e-01 0.000000000000000000e+00 1.125539521301457783e-03
1.065000000000000000e+03 2.319806148636856247e-02 9.742113251461408385e-01 0.000000000000000000e+00 2.590613367531301690e-03
1.067500000000000000e+03 2.685457651063834217e-02 9.680476057177830329e-01 0.000000000000000000e+00 5.097817771619368374e-03
1.070000000000000000e+03 3.080211812862228629e-02 9.639764292187886774e-01 0.000000000000000000e+00 5.221452652629228128e-03
1.072500000000000000e+03 3.508976904709066452e-02 9.620590906889745497e-01 0.000000000000000000e+00 2.851140263974758123e-03
1.075000000000000000e+03 3.973519922172896041e-02 9.587766203852435831e-01 0.000000000000000000e+00 1.488180393067016407e-03
1.077500000000000000e+03 4.463891191589564045e-02 9.512217880693782934e-01 0.000000000000000000e+00 4.139300014764998523e-03
1.080000000000000000e+03 4.944070807081152319e-02 9.410237544426193201e-01 0.000000000000000000e+00 9.535537486608432547e-03
1.082500000000000000e+03 5.383498661132431196e-02 9.330740156745691571e-01 0.000000000000000000e+00 1.309099771414631158e-02
1.085000000000000000e+03 5.809347577807335433e-02 9.301736700598819407e-01 0.000000000000000000e+00 1.173285416208314641e-02
1.087500000000000000e+03 6.295304631106581061e-02 9.297735507857908255e-01 0.000000000000000000e+00 7.273402903183013614e-03
1.090000000000000000e+03 6.897935771815821848e-02 9.265488408895896644e-01 0.000000000000000000e+00 4.471801392292112931e-03
1.092500000000000000e+03 7.635319550466432292e-02 9.177328500661079413e-01 0.000000000000000000e+00 5.913954429267800905e-03
1.095000000000000000e+03 8.511089454882624084e-02 9.055018834835393271e-01 0.000000000000000000e+00 9.387221967673537934e-03
1.097500000000000000e+03 9.503088369981493866e-02 8.944713795836771730e-01 0.000000000000000000e+00 1.049773671654694734e-02
1.100000000000000000e+03 1.052838540141582818e-01 8.872224132525230456e-01 0.000000000000000000e+00 7.493732733357952834e-03
1.102500000000000000e+03 1.147692813529758021e-01 8.822437328161930603e-01 0.000000000000000000e+00 2.986985830870086001e-03
1.105000000000000000e+03 1.230137831466130705e-01 8.762027401574101759e-01 0.000000000000000000e+00 7.834766960161706605e-04
1.107500000000000000e+03 1.304449560038562217e-01 8.679364587451393609e-01 0.000000000000000000e+00 1.618585251045091692e-03
1.110000000000000000e+03 1.377407471574825515e-01 8.594197209344947019e-01 0.000000000000000000e+00 2.839531908061914897e-03
1.112500000000000000e+03 1.452608629428169817e-01 8.525044849974372507e-01 0.000000000000000000e+00 2.234652059785364325e-03
1.115000000000000000e+03 1.531290582824811619e-01 8.457081468711420413e-01 0.000000000000000000e+00 1.162794846417204752e-03
1.117500000000000000e+03 1.613353524813607998e-01 8.356016615973451689e-01 0.000000000000000000e+00 3.062985921333248682e-03
1.120000000000000000e+03 1.694589211053408040e-01 8.215173441503622609e-01 0.000000000000000000e+00 9.023734744337097435e-03
1.122500000000000000e+03 1.767583635771910189e-01 8.075905651634301963e-01 0.000000000000000000e+00 1.565107125941866961e-02
1.125000000000000000e+03 1.830421551979752037e-01 7.989482728383650034e-01 0.000000000000000000e+00 1.800957196369979210e-02
1.127500000000000000e+03 1.891992352543014344e-01 7.960959207318999420e-01 0.000000000000000000e+00 1.470484401383825683e-02
1.130000000000000000e+03 1.964909062777391580e-01 7.940107341687944187e-01 0.000000000000000000e+00 9.498359553506377506e-03
1.132500000000000000e+03 2.056155122422248516e-01 7.869063114047776253e-01 0.000000000000000000e+00 7.478176353037842457e-03
1.135000000000000000e+03 2.167006293661896399e-01 7.734166828823048068e-01 0.000000000000000000e+00 9.882687751546707922e-03
1.137500000000000000e+03 2.295689085516950390e-01 7.573143263014068260e-01 0.000000000000000000e+00 1.311676514693844650e-02
1.140000000000000000e+03 2.434063879233776262e-01 7.437922227366035033e-01 0.000000000000000000e+00 1.280138934005996786e-02
1.142500000000000000e+03 2.566351971234649421e-01 7.350107711987688974e-01 0.000000000000000000e+00 8.354031677806295075e-03
1.145000000000000000e+03 2.678882008047405727e-01 7.288849139980949632e-01 0.000000000000000000e+00 3.226885197205767858e-03
1.147500000000000000e+03 2.770778312727120718e-01 7.220910052860883832e-01 0.000000000000000000e+00 8.311634412402782533e-04
1.150000000000000000e+03 2.851420890819147402e-01 7.137962178795159707e-01 0.000000000000000000e+00 1.061693038609512561e-03
1.152500000000000000e+03 2.929745840037963345e-01 7.056158089302835279e-01 0.000000000000000000e+00 1.409607065959164350e-03
