# time_fs  P_exc  P_photon
9.650000000000000000e+02 7.379124816033846290e-01 2.620875183966547839e-01
9.675000000000000000e+02 7.477194749754396685e-01 2.522805250246000774e-01
9.700000000000000000e+02 6.279677968314572034e-01 3.720322031685834308e-01
9.725000000000000000e+02 4.526053700657015622e-01 5.473946299343394051e-01
9.750000000000000000e+02 3.189884122668271149e-01 6.810115877332144629e-01
9.775000000000000000e+02 2.934708733779932133e-01 7.065291266220488087e-01
9.800000000000000000e+02 3.797763179689762625e-01 6.202236820310659260e-01
9.825000000000000000e+02 5.238305201702940783e-01 4.761694798297481102e-01
9.850000000000000000e+02 6.472278731642637783e-01 3.527721268357782991e-01
9.875000000000000000e+02 6.888222448601267756e-01 3.111777551399157460e-01
9.900000000000000000e+02 6.337696190587713829e-01 3.662303809412706945e-01
9.925000000000000000e+02 5.176903915478239249e-01 4.823096084522180971e-01
9.950000000000000000e+02 4.054290715187890415e-01 5.945709284812523698e-01
9.975000000000000000e+02 3.555219217709104096e-01 6.444780782291310572e-01
1.000000000000000000e+03 3.889750108876038892e-01 6.110249891124364119e-01
1.002500000000000000e+03 4.797545081884890261e-01 5.202454918115511084e-01
1.005000000000000000e+03 5.726965559127498162e-01 4.273034440872902628e-01
1.007500000000000000e+03 6.176247527570039031e-01 3.823752472430361760e-01
1.010000000000000000e+03 5.977703041296851261e-01 4.022296958703558412e-01
1.012500000000000000e+03 5.349337716044308966e-01 4.650662283956099596e-01
1.015000000000000000e+03 4.705422780359237445e-01 5.294577219641170007e-01
1.017500000000000000e+03 4.380300344865046824e-01 5.619699655135371730e-01
1.020000000000000000e+03 4.456476591947274857e-01 5.543523408053138146e-01
1.022500000000000000e+03 4.784040259800423911e-01 5.215959740199983541e-01
1.025000000000000000e+03 5.131271875633159896e-01 4.868728124367242560e-01
1.027500000000000000e+03 5.335512702457331224e-01 4.664487297543070676e-01
1.030000000000000000e+03 5.364180795127799772e-01 4.635819204872606014e-01
1.032500000000000000e+03 5.283371786466461995e-01 4.716628213533944347e-01
1.035000000000000000e+03 5.185193456699268566e-01 4.814806543301134445e-01
1.037500000000000000e+03 5.124370782540749181e-01 4.875629217459660492e-01
1.040000000000000000e+03 5.091077854923468093e-01 4.908922145076938803e-01
1.042500000000000000e+03 5.029419833565567099e-01 4.970580166434837577e-01
1.045000000000000000e+03 4.895991044800382941e-01 5.104008955200020070e-01
1.047500000000000000e+03 4.725370495589625852e-01 5.274629504410779379e-01
1.050000000000000000e+03 4.644030604166018428e-01 5.355969395834384583e-01
1.052500000000000000e+03 4.793190996044959240e-01 5.206809003955439330e-01
1.055000000000000000e+03 5.195598512754283638e-01 4.804401487246119928e-01
1.057500000000000000e+03 5.673378904826691382e-01 4.326621095173716069e-01
1.060000000000000000e+03 5.914380957927451998e-01 4.085619042072952123e-01
1.062500000000000000e+03 5.676658358447059793e-01 4.323341641553339887e-01
1.065000000000000000e+03 4.993919839838723007e-01 5.006080160161685555e-01
1.067500000000000000e+03 4.214100103544644593e-01 5.785899896455761748e-01
1.070000000000000000e+03 3.812991995385167643e-01 6.187008004615239809e-01
1.072500000000000000e+03 4.093899187882141244e-01 5.906100812118261212e-01
1.075000000000000000e+03 4.974467904189144307e-01 5.025532095811260369e-01
1.077500000000000000e+03 6.004748859308307596e-01 3.995251140692086533e-01
1.080000000000000000e+03 6.608296370200216208e-01 3.391703629800179587e-01
1.082500000000000000e+03 6.404092095951704477e-01 3.595907904048692982e-01
1.085000000000000000e+03 5.430871632361526924e-01 4.569128367638865540e-01
1.087500000000000000e+03 4.156649787895849713e-01 5.843350212104549968e-01
1.090000000000000000e+03 3.262178906909091181e-01 6.737821093091311830e-01
1.092500000000000000e+03 3.289844383987877707e-01 6.710155616012519753e-01
1.095000000000000000e+03 4.323558206299832896e-01 5.676441793700559568e-01
1.097500000000000000e+03 5.880724813093618497e-01 4.119275186906780073e-01
1.100000000000000000e+03 7.118056972511888070e-01 2.881943027488507170e-01
1.102500000000000000e+03 7.284759506980578170e-01 2.715240493019816514e-01
1.105000000000000000e+03 6.183383121971670615e-01 3.816616878028729065e-01
1.107500000000000000e+03 4.347029244858403585e-01 5.652970755142003867e-01
1.110000000000000000e+03 2.783963420041891679e-01 7.216036579958505781e-01
1.112500000000000000e+03 2.410108827666832543e-01 7.589891172333566027e-01
1.115000000000000000e+03 3.503609403103425390e-01 6.496390596896984837e-01
1.117500000000000000e+03 5.516228945629870761e-01 4.483771054370523923e-01
1.120000000000000000e+03 7.360549648815000179e-01 2.639450351185402277e-01
1.122500000000000000e+03 8.007504606032007644e-01 1.992495393968389539e-01
1.125000000000000000e+03 7.056239324476766273e-01 2.943760675523632853e-01
1.127500000000000000e+03 4.967058840828487698e-01 5.032941159171906431e-01
1.130000000000000000e+03 2.837444019970906672e-01 7.162555980029494673e-01
1.132500000000000000e+03 1.834503655244510700e-01 8.165496344755895919e-01
1.135000000000000000e+03 2.566484715567380892e-01 7.433515284433022119e-01
1.137500000000000000e+03 4.717997048097870572e-01 5.282002951902533550e-01
1.140000000000000000e+03 7.164655692103989448e-01 2.835344307896420224e-01
1.142500000000000000e+03 8.548376160960117209e-01 1.451623839040291353e-01
1.145000000000000000e+03 8.032503380297146833e-01 1.967496619703267835e-01
1.147500000000000000e+03 5.814902863358751839e-01 4.185097136641658944e-01
1.150000000000000000e+03 3.073127419454218523e-01 6.926872580546186153e-01
1.152500000000000000e+03 1.332028895879293073e-01 8.667971104121111603e-01
1.155000000000000000e+03 1.600258409914024904e-01 8.399741590086378107e-01
1.157500000000000000e+03 3.780639815889003108e-01 6.219360184111397682e-01
1.160000000000000000e+03 6.705179725110645972e-01 3.294820274889753153e-01
1.162500000000000000e+03 8.776085613127638796e-01 1.223914386872758941e-01
1.165000000000000000e+03 8.845395225437955311e-01 1.154604774562448533e-01
1.167500000000000000e+03 6.843933780598999705e-01 3.156066219401404416e-01
1.170000000000000000e+03 3.825488316686997958e-01 6.174511683313417265e-01
1.172500000000000000e+03 1.412298175483140406e-01 8.587701824517263161e-01
1.175000000000000000e+03 9.338881868423977439e-02 9.066111813158010957e-01
1.177500000000000000e+03 2.703030137522670628e-01 7.296969862477747926e-01
1.180000000000000000e+03 5.812430476108645383e-01 4.187569523891778722e-01
1.182500000000000000e+03 8.585014561433048641e-01 1.414985438567377130e-01
1.185000000000000000e+03 9.470714407324587469e-01 5.292855926758401053e-02
1.187500000000000000e+03 7.918702108420850871e-01 2.081297891579571846e-01
1.190000000000000000e+03 4.726905684319571699e-01 5.273094315680856292e-01
1.192500000000000000e+03 1.635614677175657450e-01 8.364385322824768876e-01
1.195000000000000000e+03 3.660858038774423423e-02 9.633914196122972395e-01
1.197500000000000000e+03 1.647433482170768404e-01 8.352566517829620452e-01
1.200000000000000000e+03 4.797039671042063191e-01 5.202960328958314840e-01
1.202500000000000000e+03 8.097173674973515700e-01 1.902826325026860110e-01
1.205000000000000000e+03 9.746579799807159050e-01 2.534202001932209930e-02
1.207500000000000000e+03 8.846079950269164494e-01 1.153920049731203545e-01
1.210000000000000000e+03 5.879154552376171239e-01 4.120845447624215119e-01
1.212500000000000000e+03 2.444213921239153375e-01 7.555786078761257407e-01
1.215000000000000000e+03 3.975869816754099006e-02 9.602413018324991167e-01
1.217500000000000000e+03 8.618300127106073849e-02 9.138169987289795904e-01
1.220000000000000000e+03 3.614716773760842661e-01 6.385283226239566456e-01
1.222500000000000000e+03 7.185139767254030696e-01 2.814860232746368984e-01
1.225000000000000000e+03 9.626184643435594657e-01 3.738153565648156401e-02
1.227500000000000000e+03 9.573669209345964104e-01 4.263307906544331477e-02
1.230000000000000000e+03 7.017795183319994745e-01 2.982204816680403825e-01
1.232500000000000000e+03 3.339674327363566508e-01 6.660325672636818739e-01
1.235000000000000000e+03 5.617753278758434721e-02 9.438224672124555514e-01
1.237500000000000000e+03 2.203378050796084286e-02 9.779662194920785145e-01
1.240000000000000000e+03 2.503860058042891579e-01 7.496139941957495889e-01
1.242500000000000000e+03 6.153037731695700785e-01 3.846962268304672250e-01
1.245000000000000000e+03 9.171075323301419724e-01 8.289246766989565030e-02
1.247500000000000000e+03 9.928349781850656086e-01 7.165021814971916057e-03
1.250000000000000000e+03 8.040062327477821569e-01 1.959937672522549801e-01
1.252500000000000000e+03 4.549947002456974365e-01 5.450052997543392008e-01
1.255000000000000000e+03 1.348834163723511559e-01 8.651165836276846210e-01
1.257500000000000000e+03 1.581788310552707799e-02 9.841821168945078524e-01
1.260000000000000000e+03 1.615374658254432050e-01 8.384625341745903793e-01
1.262500000000000000e+03 4.933145387795391246e-01 5.066854612204947372e-01
1.265000000000000000e+03 8.313679974329302169e-01 1.686320025671028955e-01
1.267500000000000000e+03 9.912119429219256039e-01 8.788057078109007270e-03
1.270000000000000000e+03 8.845099883283676911e-01 1.154900116716674890e-01
1.272500000000000000e+03 5.690608182093560563e-01 4.309391817906785827e-01
1.275000000000000000e+03 2.181680460498899854e-01 7.818319539501442650e-01
1.277500000000000000e+03 2.459277597426615114e-02 9.754072240257685156e-01
1.280000000000000000e+03 9.303342813922982346e-02 9.069665718608064253e-01
1.282500000000000000e+03 3.827685417746473084e-01 6.172314582253908277e-01
1.285000000000000000e+03 7.326529499347007590e-01 2.673470500653380433e-01
1.287500000000000000e+03 9.523564221233774552e-01 4.764357787666113897e-02
1.290000000000000000e+03 9.266601428852985212e-01 7.333985711473946234e-02
1.292500000000000000e+03 6.751253708537092724e-01 3.248746291463291969e-01
1.295000000000000000e+03 3.373646230145835867e-01 6.626353769854549380e-01
1.297500000000000000e+03 9.555315842985771801e-02 9.044468415701798492e-01
1.300000000000000000e+03 7.725979741747066032e-02 9.227402025825671705e-01
1.302500000000000000e+03 2.891100642244424646e-01 7.108899357755950055e-01
1.305000000000000000e+03 6.146211089976334474e-01 3.853788910024044667e-01
1.307500000000000000e+03 8.769901434627982439e-01 1.230098565372389763e-01
1.310000000000000000e+03 9.343967971054686350e-01 6.560320289456973708e-02
1.312500000000000000e+03 7.572823104452017784e-01 2.427176895548371904e-01
1.315000000000000000e+03 4.447287113325922858e-01 5.552712886674473491e-01
1.317500000000000000e+03 1.693074579724506701e-01 8.306925420275895755e-01
1.320000000000000000e+03 8.058306301225334756e-02 9.194169369877860376e-01
1.322500000000000000e+03 2.224122830130405570e-01 7.775877169869996886e-01
1.325000000000000000e+03 5.113292290710038657e-01 4.886707709290368795e-01
1.327500000000000000e+03 7.867250183083389636e-01 2.132749816917020591e-01
1.330000000000000000e+03 9.015563013505887291e-01 9.844369864945204385e-02
1.332500000000000000e+03 8.010253401439689780e-01 1.989746598560721558e-01
1.335000000000000000e+03 5.471976513478817861e-01 4.528023486521590701e-01
1.337500000000000000e+03 2.803851343195974399e-01 7.196148656804454147e-01
1.340000000000000000e+03 1.420456445708795368e-01 8.579543554291644281e-01
1.342500000000000000e+03 2.010697653165592347e-01 7.989302346834848967e-01
1.345000000000000000e+03 4.203406138122111613e-01 5.796593861878320819e-01
1.347500000000000000e+03 6.788884348344084163e-01 3.211115651656346603e-01
1.350000000000000000e+03 8.373774331953731664e-01 1.626225668046706319e-01
1.352500000000000000e+03 8.128866893682376027e-01 1.871133106318063621e-01
1.355000000000000000e+03 6.232110809277555674e-01 3.767889190722882864e-01
1.357500000000000000e+03 3.758275606773486266e-01 6.241724393226946166e-01
1.360000000000000000e+03 2.068638068834645627e-01 7.931361931165792356e-01
1.362500000000000000e+03 2.047521507430530296e-01 7.952478492569894364e-01
1.365000000000000000e+03 3.628829862941864715e-01 6.371170137058559391e-01
1.367500000000000000e+03 5.878297622357759877e-01 4.121702377642654236e-01
1.370000000000000000e+03 7.557158845374966072e-01 2.442841154625454425e-01
1.372500000000000000e+03 7.814742298200199055e-01 2.185257701800221719e-01
1.375000000000000000e+03 6.613189977182193369e-01 3.386810022818221855e-01
1.377500000000000000e+03 4.680435339113523385e-01 5.319564660886886287e-01
1.380000000000000000e+03 3.069083967407601476e-01 6.930916032592808751e-01
1.382500000000000000e+03 2.591890911873180325e-01 7.408109088127237118e-01
1.385000000000000000e+03 3.426465505041537685e-01 6.573534494958862551e-01
1.387500000000000000e+03 5.064756708703765931e-01 4.935243291296643187e-01
1.390000000000000000e+03 6.608047520360833538e-01 3.391952479639570028e-01
1.392500000000000000e+03 7.249158061976924694e-01 2.750841938023483868e-01
1.395000000000000000e+03 6.695603817109040401e-01 3.304396182891370937e-01
1.397500000000000000e+03 5.310376085376874444e-01 4.689623914623538559e-01
1.400000000000000000e+03 3.889005728450404820e-01 6.110994271550016510e-01
1.402500000000000000e+03 3.197434121528032192e-01 6.802565878472380811e-01
1.405000000000000000e+03 3.544593243965444840e-01 6.455406756034981486e-01
1.407500000000000000e+03 4.644326734495438092e-01 5.355673265504989899e-01
1.410000000000000000e+03 5.832675789287917745e-01 4.167324210712511356e-01
1.412500000000000000e+03 6.479208652447365768e-01 3.520791347553067219e-01
1.415000000000000000e+03 6.325981582747840504e-01 3.674018417252592483e-01
1.417500000000000000e+03 5.567628388892493785e-01 4.432371611107938647e-01
1.420000000000000000e+03 4.673287202581854483e-01 5.326712797418574619e-01
1.422500000000000000e+03 4.100652182419913250e-01 5.899347817580514741e-01
1.425000000000000000e+03 4.074634216402326370e-01 5.925365783598091074e-01
1.427500000000000000e+03 4.522227206339182737e-01 5.477772793661230821e-01
1.430000000000000000e+03 5.156418411753815878e-01 4.843581588246608227e-01
1.432500000000000000e+03 5.643238051469563477e-01 4.356761948530858408e-01
1.435000000000000000e+03 5.769698965581369077e-01 4.230301034419056139e-01
1.437500000000000000e+03 5.537772457595224740e-01 4.462227542405201586e-01
1.440000000000000000e+03 5.138085736582482799e-01 4.861914263417944082e-01
1.442500000000000000e+03 4.815738276511421501e-01 5.184261723489002049e-01
1.445000000000000000e+03 4.712055399640772135e-01 5.287944600359649749e-01
1.447500000000000000e+03 4.793148421922541758e-01 5.206851578077882348e-01
1.450000000000000000e+03 4.916045592689762822e-01 5.083954407310662393e-01
1.452500000000000000e+03 4.971787588574166916e-01 5.028212411426256079e-01
1.455000000000000000e+03 4.978881581352687102e-01 5.021118418647734227e-01
1.457500000000000000e+03 5.044898672749458246e-01 4.955101327250966969e-01
1.460000000000000000e+03 5.234476971305567217e-01 4.765523028694856889e-01
1.462500000000000000e+03 5.470263662946356353e-01 4.529736337054069972e-01
1.465000000000000000e+03 5.566100844469503706e-01 4.433899155530931502e-01
1.467500000000000000e+03 5.373323571155406153e-01 4.626676428845030165e-01
1.470000000000000000e+03 4.920613256461435769e-01 5.079386743538996107e-01
1.472500000000000000e+03 4.432033661446906914e-01 5.567966338553523853e-01
1.475000000000000000e+03 4.204082799346875454e-01 5.795917200653561974e-01
1.477500000000000000e+03 4.424187596415011248e-01 5.575812403585427290e-01
1.480000000000000000e+03 5.044647831275801408e-01 4.955352168724644346e-01
1.482500000000000000e+03 5.782056709766643099e-01 4.217943290233791553e-01
1.485000000000000000e+03 6.242488326126605092e-01 3.757511673873832336e-01
1.487500000000000000e+03 6.120031988519399890e-01 3.879968011481035317e-01
1.490000000000000000e+03 5.383494675630788873e-01 4.616505324369644114e-01
1.492500000000000000e+03 4.350032599200432948e-01 5.649967400800002260e-01
1.495000000000000000e+03 3.570337757015007440e-01 6.429662242985429987e-01
1.497500000000000000e+03 3.541662314297074898e-01 6.458337685703354758e-01
1.500000000000000000e+03 4.389636538507218910e-01 5.610363461493215187e-01
1.502500000000000000e+03 5.725813902804993694e-01 4.274186097195435408e-01
1.505000000000000000e+03 6.814392086705635121e-01 3.185607913294798976e-01
1.507500000000000000e+03 6.987051004869541115e-01 3.012948995130900198e-01
1.510000000000000000e+03 6.061072872901558384e-01 3.938927127098882930e-01
1.512500000000000000e+03 4.488704668299292599e-01 5.511295331701149269e-01
1.515000000000000000e+03 3.127589627197042144e-01 6.872410372803412493e-01
1.517500000000000000e+03 2.761292437113217479e-01 7.238707562887233271e-01
1.520000000000000000e+03 3.651102483741249238e-01 6.348897516259197626e-01
1.522500000000000000e+03 5.373555164744050483e-01 4.626444835256400823e-01
1.525000000000000000e+03 7.028330617766933575e-01 2.971669382233528278e-01
1.527500000000000000e+03 7.704437884911115031e-01 2.295562115089335720e-01
1.530000000000000000e+03 6.969492813656810171e-01 3.030507186343645021e-01
1.532500000000000000e+03 5.134450713645906106e-01 4.865549286354557412e-01
1.535000000000000000e+03 3.140100013136201684e-01 6.859899986864252952e-01
1.537500000000000000e+03 2.087440289544559013e-01 7.912559710455896456e-01
1.540000000000000000e+03 2.630404460335142858e-01 7.369595539665297901e-01
1.542500000000000000e+03 4.563214693048908144e-01 5.436785306951520402e-01
1.545000000000000000e+03 6.870427609724962803e-01 3.129572390275466853e-01
1.547500000000000000e+03 8.260107975385411194e-01 1.739892024615012911e-01
1.550000000000000000e+03 7.899686399556812288e-01 2.100313600443612094e-01
1.552500000000000000e+03 5.921260963659709109e-01 4.078739036340706114e-01
1.555000000000000000e+03 3.380889193200822262e-01 6.619110806799595181e-01
1.557500000000000000e+03 1.681288605484390630e-01 8.318711394516025148e-01
1.560000000000000000e+03 1.789078856962126596e-01 8.210921143038296677e-01
1.562500000000000000e+03 3.692793606409975338e-01 6.307206393590458759e-01
1.565000000000000000e+03 6.398293324005923655e-01 3.601706675994510998e-01
1.567500000000000000e+03 8.454038066080523661e-01 1.545961933919908493e-01
1.570000000000000000e+03 8.722625601430924469e-01 1.277374398569498803e-01
1.572500000000000000e+03 6.999048607606543904e-01 3.000951392393882977e-01
1.575000000000000000e+03 4.153293492942923271e-01 5.846706507057507496e-01
1.577500000000000000e+03 1.703538760489867188e-01 8.296461239510561914e-01
1.580000000000000000e+03 1.014257373593906164e-01 8.985742626406534317e-01
1.582500000000000000e+03 2.531111528960607870e-01 7.468888471039838439e-01
1.585000000000000000e+03 5.484733743110288273e-01 4.515266256890176355e-01
1.587500000000000000e+03 8.269142576159443925e-01 1.730857423841009046e-01
1.590000000000000000e+03 9.320846329954456388e-01 6.791536700460039377e-02
1.592500000000000000e+03 8.010358967340802661e-01 1.989641032659649478e-01
1.595000000000000000e+03 5.022391424286212214e-01 4.977608575714240202e-01
1.597500000000000000e+03 1.990060210983553013e-01 8.009939789016896627e-01
1.600000000000000000e+03 5.882652905240597779e-02 9.411734709476395899e-01
1.602500000000000000e+03 1.605192623868457458e-01 8.394807376132004118e-01
1.605000000000000000e+03 4.510967424596457054e-01 5.489032575403998138e-01
1.607500000000000000e+03 7.747603416402824017e-01 2.252396583597634505e-01
1.610000000000000000e+03 9.566872279676804647e-01 4.331277203236613693e-02
1.612500000000000000e+03 8.965115795093864248e-01 1.034884204906597049e-01
1.615000000000000000e+03 6.228673993420329458e-01 3.771326006580122403e-01
1.617500000000000000e+03 2.803859580059542833e-01 7.196140419940916244e-01
1.620000000000000000e+03 5.435097424966432722e-02 9.456490257503805674e-01
1.622500000000000000e+03 7.079718698299779234e-02 9.292028130170472133e-01
1.625000000000000000e+03 3.252237674476555762e-01 6.747762325523898319e-01
1.627500000000000000e+03 6.810793760224767013e-01 3.189206239775683183e-01
1.630000000000000000e+03 9.425670728752156835e-01 5.743292712482862827e-02
1.632500000000000000e+03 9.634228699660101203e-01 3.657713003403535029e-02
1.635000000000000000e+03 7.300296737715926687e-01 2.699703262284529615e-01
1.637500000000000000e+03 3.701797130649960854e-01 6.298202869350502109e-01
1.640000000000000000e+03 8.185772212123056113e-02 9.181422778788148609e-01
1.642500000000000000e+03 2.311900244062656956e-02 9.768809975594179296e-01
1.645000000000000000e+03 2.256605742675687476e-01 7.743394257324749397e-01
1.647500000000000000e+03 5.791819100664185038e-01 4.208180899336256831e-01
1.650000000000000000e+03 8.926517035816856627e-01 1.073482964183579969e-01
1.652500000000000000e+03 9.973408158284715608e-01 2.659184171573186414e-03
1.655000000000000000e+03 8.365964508114887010e-01 1.634035491885569291e-01
1.657500000000000000e+03 4.960502841164401988e-01 5.039497158836063750e-01
1.660000000000000000e+03 1.587259011834671329e-01 8.412740988165784417e-01
1.662500000000000000e+03 7.625524859808106501e-03 9.923744751402360231e-01
1.665000000000000000e+03 1.263030535403079357e-01 8.736969464597375001e-01
1.667500000000000000e+03 4.512879494210198517e-01 5.487120505790247238e-01
1.670000000000000000e+03 8.047038577348097910e-01 1.952961422652337298e-01
1.672500000000000000e+03 9.917365872913721514e-01 8.263412708670666781e-03
1.675000000000000000e+03 9.093734269228286315e-01 9.062657307721393163e-02
1.677500000000000000e+03 6.041902761987305581e-01 3.958097238013128516e-01
1.680000000000000000e+03 2.456028322601284397e-01 7.543971677399151643e-01
1.682500000000000000e+03 3.041452905185063754e-02 9.695854709481921407e-01
1.685000000000000000e+03 7.400562222463986928e-02 9.259943777754017225e-01
1.687500000000000000e+03 3.492575821881663822e-01 6.507424178118746960e-01
1.690000000000000000e+03 7.047464093418108755e-01 2.952535906582308689e-01
1.692500000000000000e+03 9.488200564152295957e-01 5.117994358481217643e-02
1.695000000000000000e+03 9.522992683698798810e-01 4.770073163016289725e-02
1.697500000000000000e+03 7.158142923940919999e-01 2.841857076059508547e-01
1.700000000000000000e+03 3.680590373122121783e-01 6.319409626878305097e-01
1.702500000000000000e+03 9.671240149374155104e-02 9.032875985063011370e-01
1.705000000000000000e+03 4.786552070588714208e-02 9.521344792941557333e-01
1.707500000000000000e+03 2.467745952873902360e-01 7.532254047126537566e-01
1.710000000000000000e+03 5.833234731921099758e-01 4.166765268079341555e-01
1.712500000000000000e+03 8.720657865039211920e-01 1.279342134961228561e-01
1.715000000000000000e+03 9.550580615872839019e-01 4.494193841275875845e-02
1.717500000000000000e+03 7.897071746241300927e-01 2.102928253759138444e-01
1.720000000000000000e+03 4.711345705219450730e-01 5.288654294780994469e-01
1.722500000000000000e+03 1.766703601952656078e-01 8.233296398047801334e-01
1.725000000000000000e+03 6.578996303382983468e-02 9.342100369662158510e-01
1.727500000000000000e+03 1.934796574456706386e-01 8.065203425543765459e-01
1.730000000000000000e+03 4.844592645682674892e-01 5.155407354317795843e-01
1.732500000000000000e+03 7.787665538756983752e-01 2.212334461243491701e-01
1.735000000000000000e+03 9.199333034159922207e-01 8.006669658405636547e-02
1.737500000000000000e+03 8.371815723754271188e-01 1.628184276246215922e-01
1.740000000000000000e+03 5.798751430446065225e-01 4.201248569554427159e-01
1.742500000000000000e+03 2.886966492333251644e-01 7.113033507667235744e-01
1.745000000000000000e+03 1.198122771917267126e-01 8.801877228083223592e-01
1.747500000000000000e+03 1.615211987950253003e-01 8.384788012050252703e-01
1.750000000000000000e+03 3.871926110557493139e-01 6.128073889443018674e-01
1.752500000000000000e+03 6.704576578991765512e-01 3.295423421008747966e-01
1.755000000000000000e+03 8.555381285347700704e-01 1.444618714652804170e-01
1.757500000000000000e+03 8.439950381065940421e-01 1.560049618934568616e-01
1.760000000000000000e+03 6.483621051321931672e-01 3.516378948678584027e-01
1.762500000000000000e+03 3.819477809038194227e-01 6.180522190962332019e-01
1.765000000000000000e+03 1.921639332552672885e-01 8.078360667447868071e-01
1.767500000000000000e+03 1.778414567733790363e-01 8.221585432266753646e-01
1.770000000000000000e+03 3.381810457461958963e-01 6.618189542538577275e-01
1.772500000000000000e+03 5.793515263939466031e-01 4.206484736061071872e-01
1.775000000000000000e+03 7.702309565266389768e-01 2.297690434734136478e-01
1.777500000000000000e+03 8.133637938222493258e-01 1.866362061778031878e-01
1.780000000000000000e+03 6.933773615883335184e-01 3.066226384117188286e-01
1.782500000000000000e+03 4.804961639863640777e-01 5.195038360136883249e-01
1.785000000000000000e+03 2.904358868181889930e-01 7.095641131818627434e-01
1.787500000000000000e+03 2.225777422659251659e-01 7.774222577341255436e-01
1.790000000000000000e+03 3.081013566214226285e-01 6.918986433786294965e-01
1.792500000000000000e+03 4.949183848548623921e-01 5.050816151451894553e-01
1.795000000000000000e+03 6.778453629571830064e-01 3.221546370428690076e-01
1.797500000000000000e+03 7.579233943395766726e-01 2.420766056604763683e-01
1.800000000000000000e+03 6.972793938344268305e-01 3.027206061656264602e-01
1.802500000000000000e+03 5.375917596036315915e-01 4.624082403964215882e-01
1.805000000000000000e+03 3.721718964434705401e-01 6.278281035565824730e-01
1.807500000000000000e+03 2.902868570836184547e-01 7.097131429164342808e-01
1.810000000000000000e+03 3.282847067618754888e-01 6.717152932381791341e-01
1.812500000000000000e+03 4.551090315043786472e-01 5.448909684956746435e-01
1.815000000000000000e+03 5.963286298940018160e-01 4.036713701060511417e-01
1.817500000000000000e+03 6.781329485630744891e-01 3.218670514369793567e-01
1.820000000000000000e+03 6.649821303654326332e-01 3.350178696346216012e-01
1.822500000000000000e+03 5.729443498069254348e-01 4.270556501931284665e-01
1.825000000000000000e+03 4.560924778528356871e-01 5.439075221472178256e-01
1.827500000000000000e+03 3.760200299062383955e-01 6.239799700938158944e-01
1.830000000000000000e+03 3.703401226473866381e-01 6.296598773526690396e-01
1.832500000000000000e+03 4.350832144980394944e-01 5.649167855020162943e-01
1.835000000000000000e+03 5.293591614410427804e-01 4.706408385590127863e-01
1.837500000000000000e+03 5.998750192290884797e-01 4.001249807709666984e-01
1.840000000000000000e+03 6.116674261771610777e-01 3.883325738228938784e-01
1.842500000000000000e+03 5.666343721807145517e-01 4.333656278193407929e-01
1.845000000000000000e+03 4.984709402809924805e-01 5.015290597190629196e-01
1.847500000000000000e+03 4.483850315041850165e-01 5.516149684958696620e-01
1.850000000000000000e+03 4.391194917604760439e-01 5.608805082395792452e-01
1.852500000000000000e+03 4.648457593702470247e-01 5.351542406298078758e-01
1.855000000000000000e+03 5.014233469163286161e-01 4.985766530837254518e-01
1.857500000000000000e+03 5.262660226544901843e-01 4.737339773455643277e-01
1.860000000000000000e+03 5.319806590174146477e-01 4.680193409826394202e-01
1.862500000000000000e+03 5.258061059826548700e-01 4.741938940173996420e-01
1.865000000000000000e+03 5.191338821471155329e-01 4.808661178529388680e-01
1.867500000000000000e+03 5.174149874316060771e-01 4.825850125684482128e-01
1.870000000000000000e+03 5.175141506159690596e-01 4.824858493840853413e-01
1.872500000000000000e+03 5.122930416762800920e-01 4.877069583237744199e-01
1.875000000000000000e+03 4.976082698308478824e-01 5.023917301692062409e-01
1.877500000000000000e+03 4.770627886093968817e-01 5.229372113906579633e-01
1.880000000000000000e+03 4.620781806851230744e-01 5.379218193149315486e-01
1.882500000000000000e+03 4.665652251089755786e-01 5.334347748910792664e-01
1.885000000000000000e+03 4.974258347958416815e-01 5.025741652042127194e-01
1.887500000000000000e+03 5.457045303855969642e-01 4.542954696144572146e-01
1.890000000000000000e+03 5.859844864397298903e-01 4.140155135603239001e-01
1.892500000000000000e+03 5.887203552917424920e-01 4.112796447083106322e-01
1.895000000000000000e+03 5.407895418495821671e-01 4.592104581504714567e-01
1.897500000000000000e+03 4.602591837819526299e-01 5.397408162181007718e-01
1.900000000000000000e+03 3.916418485181247799e-01 6.083581514819290659e-01
1.902500000000000000e+03 3.805450273753770984e-01 6.194549726246769694e-01
1.905000000000000000e+03 4.429282186931431387e-01 5.570717813069109292e-01
1.907500000000000000e+03 5.505032201237580747e-01 4.494967798762964373e-01
1.910000000000000000e+03 6.439945172752494784e-01 3.560054827248057552e-01
1.912500000000000000e+03 6.671479438734673195e-01 3.328520561265878586e-01
1.915000000000000000e+03 6.005605013917785229e-01 3.994394986082777654e-01
1.917500000000000000e+03 4.749080724766394090e-01 5.250919275234168238e-01
1.920000000000000000e+03 3.561594539029552253e-01 6.438405460971022842e-01
1.922500000000000000e+03 3.111174065563209190e-01 6.888825934437365905e-01
1.925000000000000000e+03 3.711153271637788187e-01 6.288846728362783578e-01
1.927500000000000000e+03 5.121560444053789851e-01 4.878439555946776363e-01
1.930000000000000000e+03 6.627928729641316963e-01 3.372071270359250916e-01
1.932500000000000000e+03 7.388341072660632447e-01 2.611658927339930436e-01
