# time_fs  Nvib_ground  Evib_ground_eV  Nvib_excited  Evib_excited_eV
1.475000000000000000e+03 0.000000000000000000e+00 0.000000000000000000e+00 4.880892968270295618e-01 9.712977006857889672e-02
1.477500000000000000e+03 0.000000000000000000e+00 0.000000000000000000e+00 5.003424578732058592e-01 9.956814911676797886e-02
1.480000000000000000e+03 0.000000000000000000e+00 0.000000000000000000e+00 5.088055872707444305e-01 1.012523118668781502e-01
1.482500000000000000e+03 0.000000000000000000e+00 0.000000000000000000e+00 5.070429818387083287e-01 1.009015533859029673e-01
1.485000000000000000e+03 0.000000000000000000e+00 0.000000000000000000e+00 4.922595658290584986e-01 9.795965359998264066e-02
1.487500000000000000e+03 0.000000000000000000e+00 0.000000000000000000e+00 4.689059225344212600e-01 9.331227858434983091e-02
1.490000000000000000e+03 0.000000000000000000e+00 0.000000000000000000e+00 4.476293577904335019e-01 8.907824220029628148e-02
1.492500000000000000e+03 0.000000000000000000e+00 0.000000000000000000e+00 4.389317990468184494e-01 8.734742801031689097e-02
1.495000000000000000e+03 0.000000000000000000e+00 0.000000000000000000e+00 4.455754643744280763e-01 8.866951741051119773e-02
1.497500000000000000e+03 0.000000000000000000e+00 0.000000000000000000e+00 4.596887122998188357e-01 9.147805374766396214e-02
1.500000000000000000e+03 0.000000000000000000e+00 0.000000000000000000e+00 4.678725800578455996e-01 9.310664343151128786e-02
1.502500000000000000e+03 0.000000000000000000e+00 0.000000000000000000e+00 4.610548565875426386e-01 9.174991646092099662e-02
1.505000000000000000e+03 0.000000000000000000e+00 0.000000000000000000e+00 4.408186851046812516e-01 8.772291833583158172e-02
1.507500000000000000e+03 0.000000000000000000e+00 0.000000000000000000e+00 4.168204910412721675e-01 8.294727771721317755e-02
1.510000000000000000e+03 0.000000000000000000e+00 0.000000000000000000e+00 3.986753977107099223e-01 7.933640414443127176e-02
1.512500000000000000e+03 0.000000000000000000e+00 0.000000000000000000e+00 3.903716268586753801e-01 7.768395374487641059e-02
1.515000000000000000e+03 0.000000000000000000e+00 0.000000000000000000e+00 3.907730542865676115e-01 7.776383780302696669e-02
1.517500000000000000e+03 0.000000000000000000e+00 0.000000000000000000e+00 3.966168564436346466e-01 7.892675443228329424e-02
1.520000000000000000e+03 0.000000000000000000e+00 0.000000000000000000e+00 4.035455445888702086e-01 8.030556337318518756e-02
1.522500000000000000e+03 0.000000000000000000e+00 0.000000000000000000e+00 4.057090471420440880e-01 8.073610038126678712e-02
1.525000000000000000e+03 0.000000000000000000e+00 0.000000000000000000e+00 3.974076335952538841e-01 7.908411908545552593e-02
1.527500000000000000e+03 0.000000000000000000e+00 0.000000000000000000e+00 3.772380536980615151e-01 7.507037268591425228e-02
1.530000000000000000e+03 0.000000000000000000e+00 0.000000000000000000e+00 3.509006079893622898e-01 6.982922098988310344e-02
1.532500000000000000e+03 0.000000000000000000e+00 0.000000000000000000e+00 3.289099344639648259e-01 6.545307695832901229e-02
1.535000000000000000e+03 0.000000000000000000e+00 0.000000000000000000e+00 3.197274618387473399e-01 6.362576490591072276e-02
1.537500000000000000e+03 0.000000000000000000e+00 0.000000000000000000e+00 3.232123332595685516e-01 6.431925431865415099e-02
1.540000000000000000e+03 0.000000000000000000e+00 0.000000000000000000e+00 3.301032522376835532e-01 6.569054719529902886e-02
1.542500000000000000e+03 0.000000000000000000e+00 0.000000000000000000e+00 3.288976493515728405e-01 6.545063222096300648e-02
1.545000000000000000e+03 0.000000000000000000e+00 0.000000000000000000e+00 3.146619439998733503e-01 6.261772685597480348e-02
1.547500000000000000e+03 0.000000000000000000e+00 0.000000000000000000e+00 2.919560133366098098e-01 5.809924665398535915e-02
1.550000000000000000e+03 0.000000000000000000e+00 0.000000000000000000e+00 2.698227538181325880e-01 5.369472800980838734e-02
1.552500000000000000e+03 0.000000000000000000e+00 0.000000000000000000e+00 2.546277348987740496e-01 5.067091924485603999e-02
1.555000000000000000e+03 0.000000000000000000e+00 0.000000000000000000e+00 2.474419888731692052e-01 4.924095578576067472e-02
