# time_fs Evib_g_n0_eV Evib_g_n1_eV Evib_g_n2_eV Evib_g_n3_eV Evib_g_n4_eV Evib_e_n0_eV Evib_e_n1_eV Evib_e_n2_eV Evib_e_n3_eV Evib_e_n4_eV
6.300000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.609036680064592134e-02 6.673969552155368005e-05 5.446554757679184867e-07 3.097360701773023964e-09
6.325000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.538258315342515822e-02 3.837593529914771226e-05 2.860161630007522916e-07 1.710491126157363714e-09
6.350000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.455592227602147043e-02 2.048948568559851659e-05 7.136284861565265590e-08 1.091919202908704335e-10
6.375000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.393546416817204925e-02 1.926326543821206154e-05 9.336423630095870464e-08 4.087021368790453411e-10
6.400000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.372875864598488968e-02 2.964157377050731897e-05 2.496476750632918888e-07 1.410907633433528113e-09
6.425000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.399686920953414751e-02 4.492258385928822243e-05 3.930494734314785137e-07 1.982731193266924977e-09
6.450000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.462044474371445982e-02 5.877836418455793642e-05 4.569417352185156618e-07 2.182321864631034333e-09
6.475000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.527082781415683488e-02 6.853661367386607289e-05 4.199559620781518387e-07 1.898016311967288541e-09
6.500000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.549087973406674937e-02 7.830454127537626006e-05 4.388511408331727304e-07 1.228813559821504925e-09
6.525000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.495894335364367417e-02 8.977063611576061410e-05 6.932870977166742464e-07 3.334902189849666301e-09
6.550000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.378297763836103793e-02 9.658700637225386867e-05 9.351713681149706025e-07 5.593800703021432360e-09
6.575000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.252381104584278218e-02 9.487196312117846583e-05 8.733416472727890280e-07 4.618690763518384173e-09
6.600000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.183372945316195898e-02 8.981066363116817545e-05 6.975882408729932463e-07 3.065268323261836267e-09
6.625000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.196982082452744039e-02 8.800140432828163037e-05 6.499442678245116933e-07 2.926092170385068833e-09
6.650000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.260870123737166240e-02 9.010972772493921546e-05 6.602540537873339967e-07 3.307966625279088942e-09
6.675000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.313220129547319953e-02 8.922499803794472627e-05 6.272078063765508772e-07 2.685844421436259076e-09
6.700000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.309946678984036578e-02 7.497224669360965884e-05 5.660562003280487740e-07 2.701989298086530938e-09
6.725000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.247913798180308301e-02 4.753066876123130280e-05 3.907156848226124130e-07 2.493327429809647998e-09
6.750000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.153676710060022093e-02 2.269895280025491176e-05 1.273681781727094256e-07 6.872624131570855053e-10
6.775000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.060259609518017357e-02 1.407087744423204823e-05 2.974821297411945870e-08 4.451111078504134154e-11
6.800000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.992713602240626936e-02 2.006181531979478808e-05 1.424613555144357841e-07 8.660892640768883441e-10
6.825000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.964687195571458711e-02 3.281491643482741986e-05 2.988601030235891467e-07 1.719688391847171595e-09
6.850000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.977920212055006219e-02 4.645398828412110846e-05 4.004219115630611070e-07 1.973131941762034237e-09
6.875000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.017771871987885518e-02 5.631664659722818053e-05 4.071641003320677239e-07 2.068944444876886928e-09
6.900000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.049387492146246756e-02 6.261468574333869377e-05 3.502072412617207478e-07 1.280385027256290659e-09
6.925000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.029539971475771698e-02 7.033821846572774336e-05 4.321905195908258467e-07 1.393528060350953799e-09
6.950000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.936729985570935508e-02 7.880990259323998679e-05 6.885920620134922449e-07 3.828926848550416187e-09
6.975000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.795108066932286223e-02 8.133432705866151617e-05 7.904282803843505954e-07 4.604021987121501593e-09
7.000000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.664230838917451008e-02 7.705759481155824778e-05 6.498793645498291128e-07 3.225945350342613844e-09
7.025000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.597031073028316525e-02 7.252297308047656933e-05 5.316999031553046509e-07 2.215650932970978921e-09
7.050000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.600521154552556405e-02 7.226232927593153352e-05 5.283863657924589102e-07 2.630026696581486744e-09
7.075000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.633880682456591293e-02 7.378371882973882375e-05 5.227106048595134689e-07 2.594621404883922400e-09
7.100000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.644306463348802275e-02 6.831818577448146997e-05 4.803787399548234444e-07 1.991050577683386152e-09
7.125000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.605526333370771788e-02 4.915703756437351098e-05 3.922577156643699376e-07 2.277650838253107774e-09
7.150000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.526678053722062625e-02 2.410414758808681707e-05 1.900496023347081098e-07 1.390497504969294287e-09
7.175000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.434230253774251319e-02 9.550556753609642453e-06 1.796039415547234810e-08 1.710250141946031123e-10
7.200000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.351596303787612995e-02 1.060960450535848103e-05 4.940608867929751485e-08 4.084447302116579579e-10
7.225000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.292280412165192766e-02 1.952176207623901923e-05 1.813250735881236859e-07 1.230696119755587758e-09
7.250000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.263425840185663541e-02 2.960495092215374997e-05 2.805123034705624882e-07 1.540144722799292262e-09
7.275000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.266554202726503930e-02 3.823666010964558586e-05 3.185666708999865524e-07 1.643392973022631741e-09
7.300000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.288816079432343782e-02 4.370929334398391451e-05 2.841579677429360476e-07 1.427970606607531727e-09
7.325000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.297262192048770357e-02 4.843851482837137362e-05 2.589522823312396378e-07 6.671780158578180525e-10
7.350000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.254540731522331594e-02 5.565570864578695004e-05 4.027703169165093235e-07 1.791282786369699570e-09
7.375000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.149911966074595136e-02 6.118911211703994928e-05 5.879971347876435538e-07 3.494447946420265711e-09
7.400000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.014633513566122296e-02 5.928205377334918279e-05 5.539173818124760695e-07 3.197973178538659686e-09
7.425000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.021438629806454931e-03 5.273036921585577669e-05 4.049160617710448346e-07 1.821581523882402789e-09
7.450000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.482189904429580929e-03 4.843373063869570595e-05 3.417234385123160688e-07 1.463828247221300104e-09
7.475000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.456954558202911879e-03 4.836588025136121058e-05 3.419009588368550973e-07 1.900678716579796538e-09
7.500000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.552840636063844745e-03 4.800919873027085366e-05 3.253056416683792556e-07 1.441948871204146774e-09
7.525000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.405627309090068361e-03 3.957713089190263348e-05 2.893694319404847196e-07 1.370334037644652183e-09
7.550000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.932620571076158186e-03 2.198133247904150261e-05 1.915315219772547142e-07 1.442716202891840364e-09
7.575000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.291348324813833395e-03 6.934259264917901096e-06 4.374569988311989934e-08 5.896152518353660369e-10
7.600000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.668423023242832717e-03 5.004304282359269619e-06 2.005220246257152305e-08 4.057381826632908881e-10
7.625000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.145238163838570231e-03 1.197849917499417224e-05 1.207493890822949680e-07 1.009802406283786409e-09
7.650000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.739805945579313368e-03 1.843909117061816479e-05 1.951018128197244217e-07 1.244872754153655921e-09
7.675000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.508023494082162248e-03 2.242993939421376542e-05 2.142241203998163180e-07 1.132405060758088013e-09
7.700000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.518869720169859543e-03 2.556693827897188825e-05 2.004278068384544995e-07 1.152122613502472958e-09
7.725000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.694670236333639925e-03 2.872687698378180741e-05 1.650684631792100345e-07 6.153380106724803570e-10
7.750000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.744991765373717169e-03 3.419750904557961242e-05 2.040301068847948890e-07 6.164920521231403395e-10
7.775000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.362588584174455067e-03 4.099715801129733873e-05 3.612480992605827727e-07 2.017274143541678266e-09
7.800000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.512116447018875084e-03 4.235242071404143513e-05 4.251168547082191306e-07 2.675244172520913694e-09
7.825000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.495754160396943779e-03 3.589572071058961796e-05 3.083230812687880686e-07 1.750479901192916770e-09
7.850000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.719359737365555085e-03 2.792448322324946207e-05 1.930989054695212421e-07 7.199868562502027039e-10
7.875000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.379549605707447207e-03 2.398670110130367815e-05 1.583888440114159325e-07 8.253321226529329535e-10
7.900000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.346492095913421238e-03 2.351393320961230821e-05 1.516550391152543699e-07 8.508394843845149773e-10
7.925000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.332956781105414469e-03 2.183018551829177150e-05 1.426329907850146714e-07 5.615397016782563162e-10
7.950000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.171263517038691908e-03 1.436384398331031688e-05 1.183337215282248996e-07 7.964983921600117224e-10
7.975000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.918626807063633687e-03 4.799132195823571335e-06 5.133130725362940485e-08 6.883836538798751331e-10
8.000000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.715427734317780247e-03 3.485618674739353362e-06 3.614124411686359141e-08 6.485460263327888409e-10
8.025000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.593560072133910765e-03 1.184503790825505259e-05 1.400485962371408786e-07 1.270187252307627617e-09
8.050000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.461239817246841408e-03 1.943562736080688532e-05 2.172957674440821069e-07 1.491637543347491611e-09
8.075000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.268455853703480017e-03 1.989790772379753812e-05 2.009825282095245073e-07 1.067285238792840361e-09
8.100000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.129048066661785367e-03 1.739347234233037359e-05 1.584275629403069650e-07 9.183417038900189511e-10
8.125000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.208627722203403079e-03 1.691171322728394241e-05 1.223000563058384456e-07 6.408321525589976981e-10
8.150000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.488745977319862494e-03 2.011615230176478210e-05 1.190053725991266781e-07 2.969450202214063556e-10
8.175000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.715895223776824161e-03 2.655113478477055409e-05 2.099357364112109145e-07 1.024565718021742836e-09
8.200000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.628492827607612914e-03 3.070878865286112729e-05 3.115841568539831995e-07 1.974454981234682245e-09
8.225000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.204087261886423741e-03 2.653383689693797546e-05 2.543474699081397851e-07 1.710310191316235722e-09
8.250000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.658886583750338577e-04 1.700965882564538489e-05 1.212219218451981711e-07 5.670514244443369366e-10
8.275000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.752798758416660297e-04 9.718203359408723451e-06 5.218306932321608988e-08 1.692291196178850560e-10
