# time_fs P_g_n0 P_g_n1 P_g_n2 P_g_n3 P_g_n4 P_e_n0 P_e_n1 P_e_n2 P_e_n3 P_e_n4
4.925000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.632172109510732660e-01 3.665101665310429441e-02 1.308963916193718342e-04 8.725005704118044041e-07 3.503645377927465980e-09
4.950000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.590217836433435616e-01 4.085383966957199797e-02 1.237218451096901584e-04 6.526956343622848384e-07 2.146353428606699369e-09
4.975000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.528302676250900438e-01 4.705132294075450861e-02 1.178512766580559008e-04 5.562918320434802016e-07 1.865677861417970473e-09
5.000000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.470994181648701993e-01 5.278174969792147342e-02 1.182927430861687541e-04 5.378240545684576509e-07 1.570080833432739981e-09
5.025000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.438492224352663662e-01 5.603033827410339174e-02 1.198585259615793196e-04 5.789653953619045941e-07 1.799286475667706819e-09
5.050000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.432662977541756977e-01 5.662926665742459842e-02 1.038157257325510754e-04 6.173360791183442788e-07 2.526602349567043603e-09
5.075000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.440553262484613350e-01 5.587589653130193429e-02 6.833944616583468960e-05 4.354329760901394176e-07 2.341109851063867951e-09
5.100000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.447232408409190763e-01 5.524152782691511138e-02 3.508215619193655516e-05 1.484747200866828119e-07 7.012692754263306200e-10
5.125000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.443669303441316609e-01 5.561394368444815689e-02 1.909879713241361738e-05 2.715549222388587784e-08 1.881215931715618482e-11
5.150000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.426063984014289021e-01 5.737341176651321317e-02 2.011355528187086750e-05 7.595201305280953794e-08 3.247796535286628282e-10
5.175000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.393102690515944264e-01 6.065493010588915435e-02 3.462167414248367749e-05 1.785741507031315882e-07 5.942400814095059948e-10
5.200000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.347065132613454619e-01 6.523637409264562703e-02 5.683990327291272735e-05 2.718577825429871371e-07 8.849707983210215097e-10
5.225000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.297569703152270826e-01 7.015798512608867332e-02 8.472610434067619678e-05 3.174402410470143418e-07 1.014119878476778430e-09
5.250000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.260818621914010951e-01 7.379344675743325366e-02 1.242578353397129690e-04 4.322665888558274817e-07 9.492532498942803276e-10
5.275000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.249686756819458511e-01 7.486196756192153856e-02 1.684980835190730579e-04 8.556045900039879759e-07 3.068039805173332332e-09
5.300000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.260733723587846189e-01 7.373102199020056813e-02 1.942829312647908352e-04 1.316134920979512950e-06 6.584846125061170077e-09
5.325000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.271608319613668936e-01 7.264457095822955679e-02 1.932562234830910767e-04 1.334826426284360026e-06 6.030512209887990040e-09
5.350000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.255666654992255049e-01 7.425242191248312973e-02 1.798702234571441974e-04 1.038808931017321198e-06 3.555920920805777959e-09
5.375000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.203791741467906018e-01 7.945129110751683599e-02 1.686943058093313031e-04 8.376307586632353876e-07 2.809142692417896358e-09
5.400000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.133277200917654381e-01 8.650495438624879185e-02 1.665205738694770289e-04 8.023239399351124578e-07 2.624194891450569028e-09
5.425000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.074148323486357359e-01 9.241306258363153614e-02 1.713013552379147189e-04 8.012217506233431587e-07 2.490763401262695793e-09
5.450000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.046096356796485827e-01 9.522627572718854461e-02 1.632504949821862988e-04 8.353015985513918153e-07 2.796601254564414079e-09
5.475000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.047715109946289358e-01 9.510238623034621142e-02 1.253653870010277985e-04 7.340868179330261925e-07 3.301225308974938530e-09
5.500000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.063662821123119606e-01 9.355939733414081472e-02 7.394170482607352504e-05 3.770714907530880791e-07 1.777249935498285184e-09
5.525000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.077208679728876461e-01 9.223936336047938722e-02 3.967227434060474015e-05 9.627833369664555673e-08 1.139779585410608816e-10
5.550000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.076665997580134482e-01 9.229992085453714301e-02 3.337245145838759223e-05 1.065721060481103832e-07 3.639033434165558804e-10
5.575000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.055985623038524945e-01 9.435173520771245048e-02 4.943235148523074922e-05 2.690889027932766070e-07 1.048066207280167438e-09
5.600000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.015004724342853271e-01 9.842068089142175236e-02 7.841336938461926950e-05 4.318192615772897242e-07 1.485666556735274748e-09
5.625000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.961630777241584855e-01 1.037265824211502929e-01 1.098164646161571323e-04 5.216134459024298283e-07 1.776648587033547916e-09
5.650000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.912783809939852642e-01 1.085774165734290087e-01 1.436700541826627358e-04 5.308100743111308487e-07 1.568347442491304262e-09
5.675000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.888355934354834620e-01 1.109773434209185144e-01 1.863227608403024589e-04 7.386526920583551020e-07 1.730084769128611791e-09
5.700000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.897589455649539403e-01 1.100137848243345901e-01 2.259784332217426562e-04 1.285853560227919982e-06 5.323949581734970177e-09
5.725000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.927758853470189049e-01 1.069813985162220982e-01 2.410742623986941117e-04 1.634125052982913529e-06 7.749326720874755106e-09
5.750000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.948441610951471947e-01 1.049228446219566957e-01 2.315402451481714523e-04 1.448443504860479619e-06 5.594262845899577767e-09
5.775000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.932814306796337256e-01 1.065012300549917912e-01 2.162033844050359498e-04 1.132158449690543484e-06 3.722538718507544010e-09
5.800000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.879389451123212984e-01 1.118505242974612290e-01 2.094917010396543503e-04 1.035386850082059934e-06 3.502346881411929235e-09
5.825000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.813627508544839007e-01 1.184225279632254157e-01 2.136850197111550965e-04 1.032662561883788363e-06 3.500037730222109433e-09
5.850000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.767392327432189658e-01 1.230459353581499909e-01 2.138116860209753273e-04 1.017028614033921972e-06 3.184015215347948786e-09
5.875000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.756323724615536763e-01 1.241827267677197560e-01 1.839208517281725158e-04 9.762803288160337415e-07 3.638688958004034579e-09
5.900000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.774355917971733421e-01 1.224403126426254762e-01 1.234063779784965690e-04 6.859649562768649091e-07 3.217285835091766505e-09
5.925000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.803821805485687602e-01 1.195503635457675351e-01 6.720235290781855322e-05 2.527374251435694922e-07 8.153493949274492038e-10
5.950000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.827031850427902171e-01 1.172523002148757876e-01 4.441449444808108298e-05 1.001363571388498647e-07 1.115465358135411944e-10
5.975000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.831701475829404346e-01 1.167746976739417880e-01 5.489206660978472043e-05 2.616326122605137640e-07 1.043913814908093516e-09
6.000000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.812468094014035414e-01 1.186667097334843379e-01 8.598066456564710104e-05 4.982759037842444065e-07 1.924662086791779844e-09
6.025000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.772381674262207385e-01 1.226382174381047546e-01 1.229463487373110269e-04 6.664776011490428083e-07 2.309354002269101720e-09
6.050000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.724665343481570190e-01 1.273780934841715062e-01 1.546800887303640152e-04 6.896500374986396801e-07 2.428921909267108416e-09
6.075000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.690791724551795161e-01 1.307341320895408221e-01 1.860163971286077247e-04 6.773899967925739084e-07 1.668171491667990948e-09
6.100000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.690368811436500751e-01 1.307388422503042158e-01 2.232664912758968215e-04 1.007220385296631371e-06 2.894402833181860909e-09
6.125000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.725955222338901418e-01 1.271508364774360245e-01 2.520789832414258675e-04 1.555354615482884986e-06 6.950834651599940091e-09
6.150000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.775792061888549878e-01 1.221629703155207025e-01 2.561372029275964159e-04 1.679036763404679932e-06 7.255951708176991454e-09
6.175000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.805548414427357695e-01 1.192007861346794650e-01 2.429953814921969636e-04 1.372238195365492309e-06 4.802915647998620434e-09
6.200000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.793442539578528727e-01 1.204224744606313680e-01 2.321086704615074603e-04 1.159117128703100798e-06 3.793943546454517909e-09
6.225000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.747477800244389812e-01 1.250180126987269769e-01 2.330484631592023110e-04 1.154723680158285114e-06 4.090014151099251176e-09
6.250000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.698381952369017567e-01 1.299224171787526361e-01 2.382490372210561546e-04 1.134682599590284130e-06 3.864544793655049750e-09
6.275000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.675292732625096148e-01 1.322471538666919189e-01 2.224881935911291451e-04 1.081229116882300088e-06 3.448109688629677772e-09
6.300000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.687240252534258467e-01 1.311073708575171692e-01 1.676876771898333659e-04 9.123207299295116723e-07 3.891156660518873899e-09
6.325000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.723524277014342854e-01 1.275506691126892245e-01 9.642194798780831988e-05 4.790890502525163824e-07 2.148858198690155164e-09
6.350000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.765518048554034047e-01 1.233965943518666730e-01 5.148111981306158918e-05 1.195357598252138203e-07 1.371757792598874673e-10
6.375000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.796727285202265989e-01 1.202787144129248559e-01 4.840016441761823700e-05 1.563890055292440558e-07 5.134448955766900844e-10
6.400000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.806851105453012973e-01 1.192399931959039483e-01 7.447631600629979151e-05 4.181703099887635302e-07 1.772497026926542641e-09
6.425000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.792991858611347578e-01 1.205872824599705656e-01 1.128708137168045581e-04 6.583743273559103915e-07 2.490868333249905677e-09
6.450000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.761307196718817192e-01 1.237208278578615789e-01 1.476843321220048697e-04 7.653965414045488224e-07 2.741610382702303981e-09
6.475000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.728380071315822164e-01 1.269890844932504148e-01 1.722025469192614686e-04 7.034438225764686525e-07 2.384442602973979920e-09
6.500000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.717076452481510307e-01 1.280948730355112863e-01 1.967450785813473627e-04 7.350940382465203996e-07 1.543735627916463413e-09
6.525000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.743514542657142563e-01 1.254218258977068956e-01 2.255543620999009963e-04 1.161284920798449189e-06 4.189575615389027106e-09
6.550000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.802432951568681663e-01 1.195124504440252949e-01 2.426809205333011431e-04 1.566451202872647614e-06 7.027387817866120390e-09
6.575000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.865751794173107880e-01 1.131849801298632080e-01 2.383717666361267855e-04 1.462883831277703465e-06 5.802375331053246236e-09
6.600000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.900559392929396907e-01 1.097172334329746535e-01 2.256549337466536920e-04 1.168489515700156048e-06 3.850839602087733750e-09
6.625000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.893766889130614306e-01 1.104011096709921480e-01 2.211090561012100898e-04 1.088683865702699456e-06 3.675995188925965532e-09
6.650000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.861609195331296984e-01 1.136115640068927485e-01 2.264063510676864372e-04 1.105953188923507420e-06 4.155736966431015415e-09
6.675000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.835325450491517962e-01 1.162422175651919298e-01 2.241834121556399986e-04 1.050599340664239305e-06 3.374176408839520979e-09
6.700000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.837329533965759820e-01 1.160777225620118758e-01 1.883724791296724791e-04 9.481678397454753865e-07 3.394458917194133908e-09
6.725000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.869194262408353069e-01 1.129604923708697473e-01 1.194237908573650680e-04 6.544651337062183623e-07 3.132320891720662883e-09
6.750000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.917177929403424796e-01 1.082249603045237069e-01 5.703254472425856432e-05 2.133470321150911524e-07 8.633949914033736912e-10
6.775000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.964339625070464335e-01 1.035306336441214614e-01 3.535396342771871193e-05 4.982950246921182020e-08 5.591848088573032458e-11
6.800000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.998129917904340580e-01 1.001363619216395356e-01 5.040657115526328070e-05 2.386287362050850275e-07 1.088051839292573332e-09
6.825000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.011890479201758453e-01 9.872799977746021804e-02 8.244953878097340460e-05 5.006031876442029037e-07 2.160412552571823198e-09
6.850000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.004896327540596879e-01 9.939297548015105233e-02 1.167185635279424796e-04 6.707234699548761207e-07 2.478808972062857140e-09
6.875000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.984622448151916574e-01 1.013955714566776578e-01 1.414991120533371307e-04 6.820169184791753846e-07 2.599176438287545855e-09
6.900000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.968577923609342140e-01 1.029842960877510871e-01 1.573233310134137663e-04 5.866117944082424903e-07 1.608523903588304479e-09
6.925000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.978356118800225882e-01 1.019869332399885309e-01 1.767291921249440818e-04 7.239372187451019314e-07 1.750663392400695724e-09
6.950000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.024777120858218371e-01 9.732311485281081032e-02 1.980148306362813470e-04 1.153420539386084087e-06 4.810209608731677554e-09
6.975000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.095878770856914430e-01 9.020643552423548983e-02 2.043576056750289111e-04 1.324000469655528596e-06 5.783947220001886066e-09
7.000000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.161756049270466384e-01 8.362969039786186110e-02 1.936120472652217003e-04 1.088575149999713604e-06 4.052695163747001847e-09
7.025000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.195640703314907904e-01 8.025281774011638891e-02 1.822185253278305484e-04 8.906196032752171573e-07 2.783481071571581123e-09
7.050000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.193893492640454745e-01 8.042819872123399549e-02 1.815636413968128686e-04 8.850692894346044379e-07 3.304053638921465320e-09
7.075000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.177091780427106826e-01 8.210455690736638557e-02 1.853862282154241552e-04 8.755621521934898116e-07 3.259574629251158657e-09
7.100000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.171990736161772517e-01 8.262846549491467685e-02 1.716537331017122209e-04 8.046545057869740022e-07 2.501319821210283757e-09
7.125000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.191961147011530331e-01 8.067971524476240386e-02 1.235101446341042961e-04 6.570480999403180722e-07 2.861370399815461525e-09
7.150000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.232216265904399366e-01 7.671749013678705320e-02 6.056318489469048288e-05 3.183410424366969929e-07 1.746856162021726363e-09
7.175000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.279041012780417930e-01 7.207187204895734722e-02 2.399637375278804556e-05 3.008441232072420027e-08 2.148555454706069115e-10
7.200000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.320538471812451764e-01 6.791941225063380383e-02 2.665729775215698488e-05 8.275726746951006511e-08 5.131215203664044406e-10
7.225000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.350119308942139718e-01 6.493871417915540734e-02 4.904965345788697380e-05 3.037270914373930601e-07 1.546100652959281103e-09
7.250000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.364364082087881513e-01 6.348873568772177289e-02 7.438429879938127228e-05 4.698698550595686655e-07 1.934855179396095814e-09
7.275000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.362574524771144491e-01 6.364593983550270728e-02 9.607201032574267286e-05 5.336125140703291844e-07 2.064564036460592550e-09
7.300000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.351250727773547933e-01 6.476462710715294446e-02 1.098223450853867185e-04 4.759764953818024259e-07 1.793932922873783448e-09
7.325000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.346888057179927323e-01 6.518905487682262467e-02 1.217048111265612209e-04 4.337559168027464610e-07 8.381633365047965240e-10
7.350000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.368172368133930172e-01 6.304224781519253418e-02 1.398384639341380530e-04 6.746571472638346244e-07 2.250355259258416504e-09
7.375000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.420607482941855126e-01 5.778452090827110310e-02 1.537414877312561433e-04 9.849198237648969044e-07 4.390009982940031647e-09
7.400000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.488635095418889165e-01 5.098660872191568272e-02 1.489498838526360992e-04 9.278348104061574817e-07 4.017554244395300611e-09
7.425000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.545329686340405795e-01 4.533386246133896957e-02 1.324883648639592186e-04 6.782513597504938312e-07 2.288418999852264648e-09
7.450000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.572536630979171512e-01 4.262406987150543086e-02 1.216927905494866858e-04 5.724010695348677196e-07 1.838980210077009995e-09
7.475000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.573806435151757110e-01 4.249725908644678973e-02 1.215223121893497631e-04 5.726984235123200794e-07 2.387787332386679089e-09
7.500000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.568997284868074882e-01 4.297909867368766151e-02 1.206261274629920723e-04 5.449005723088429555e-07 1.811493556789128730e-09
7.525000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.576607403337078495e-01 4.223933321150787762e-02 9.944002736658952768e-05 4.847059161482155844e-07 1.721525172920417133e-09
