0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.500000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.999754542470753460e-01 2.451546437859699254e-05 3.028854737534162559e-08
5.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.996760076932903472e-01 3.225809601217645818e-04 1.411346585337751471e-06
7.500000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.987665908438931872e-01 1.223441831963802779e-03 9.967324137396173453e-06
1.000000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.974278601344075401e-01 2.544165714932362151e-03 2.797415065428401746e-05
1.250000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.963278913580964069e-01 3.628172621290588241e-03 4.393602061173117440e-05
1.500000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.960901137416391382e-01 3.864718783814361566e-03 4.516747454810465215e-05
1.750000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.966188683663138592e-01 3.345076997982154160e-03 3.605463571628160870e-05
2.000000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.971700053195011737e-01 2.801212873477587108e-03 2.878180702806666568e-05
2.250000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.970556397243243163e-01 2.915439460601514966e-03 2.892081508350457066e-05
2.500000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.962798365573940496e-01 3.685096597342923941e-03 3.506684527870689174e-05
2.750000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.954869558145571506e-01 4.473983607969720527e-03 3.906057747821969819e-05
3.000000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.953316423512741373e-01 4.637264272101501369e-03 3.109337663390546863e-05
3.250000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.958480790419202977e-01 4.137627495192655602e-03 1.429346289899683699e-05
3.500000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.965173190820603155e-01 3.479945945738397231e-03 2.734972212100835952e-06
3.750000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.968770426215023406e-01 3.122519022781818782e-03 4.383557247739407960e-07
4.000000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.969241312219473405e-01 3.074975626283749010e-03 8.931517718462074533e-07
4.250000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.969235453610983955e-01 3.075491091626430910e-03 9.635472768477503188e-07
