0.000000000000000000e+00 0.000000000000000000e+00
2.500000000000000000e+00 4.957976863508362321e-06
5.000000000000000000e+00 6.539390777245696475e-05
7.500000000000000000e+00 2.482024558674973897e-04
1.000000000000000000e+01 5.139835811261292886e-04
1.250000000000000000e+01 7.246266545717753877e-04
1.500000000000000000e+01 7.576787830955000313e-04
1.750000000000000000e+01 6.413150057401936343e-04
2.000000000000000000e+01 5.293185742456083974e-04
2.250000000000000000e+01 5.512834265998988121e-04
2.500000000000000000e+01 6.943988144348078309e-04
2.750000000000000000e+01 8.288815970174167940e-04
3.000000000000000000e+01 8.401704081082042412e-04
3.250000000000000000e+01 7.408804916735273801e-04
3.500000000000000000e+01 6.361258187689449763e-04
3.750000000000000000e+01 5.960506836690667668e-04
4.000000000000000000e+01 5.987729630085812096e-04
4.250000000000000000e+01 5.987662047274331734e-04
4.500000000000000000e+01 6.325571736797482719e-04
4.750000000000000000e+01 8.050208369473587896e-04
5.000000000000000000e+01 1.149803488082014281e-03
5.250000000000000000e+01 1.556220294086511956e-03
5.500000000000000000e+01 1.822913992421547943e-03
5.750000000000000000e+01 1.854443642147370975e-03
6.000000000000000000e+01 1.733623125254255427e-03
6.250000000000000000e+01 1.644551825580197043e-03
6.500000000000000000e+01 1.706707261094541402e-03
6.750000000000000000e+01 1.885786587586770445e-03
7.000000000000000000e+01 2.056562142796056723e-03
7.250000000000000000e+01 2.145844988953691124e-03
7.500000000000000000e+01 2.177672527419549729e-03
7.750000000000000000e+01 2.213479924856069300e-03
8.000000000000000000e+01 2.256279074670691862e-03
8.250000000000000000e+01 2.265320233703154405e-03
8.500000000000000000e+01 2.255604923542341156e-03
8.750000000000000000e+01 2.344748497399038855e-03
9.000000000000000000e+01 2.647837557430556682e-03
9.250000000000000000e+01 3.140502669880360261e-03
9.500000000000000000e+01 3.616529550631051877e-03
9.750000000000000000e+01 3.871091389158738336e-03
1.000000000000000000e+02 3.850267870893947335e-03
1.025000000000000000e+02 3.701112429466849128e-03
1.050000000000000000e+02 3.628441215021559196e-03
1.075000000000000000e+02 3.725301162164291850e-03
1.100000000000000000e+02 3.935157281192526620e-03
1.125000000000000000e+02 4.154266604204765422e-03
1.150000000000000000e+02 4.327815705806136240e-03
1.175000000000000000e+02 4.472979149995510127e-03
1.200000000000000000e+02 4.590343101005094247e-03
1.225000000000000000e+02 4.640474841763856870e-03
1.250000000000000000e+02 4.606496181486787259e-03
1.275000000000000000e+02 4.584220439534087040e-03
1.300000000000000000e+02 4.743090958270848242e-03
1.325000000000000000e+02 5.171511741197438658e-03
1.350000000000000000e+02 5.742755598768633195e-03
1.375000000000000000e+02 6.209460802842523344e-03
1.400000000000000000e+02 6.371788549010133987e-03
1.425000000000000000e+02 6.258016877044272203e-03
1.450000000000000000e+02 6.070381596601063384e-03
