0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
2.500000000000000000e+00 1.373933276070909426e-01 8.626066723929166624e-01
5.000000000000000000e+00 4.697490167493162394e-01 5.302509832506809850e-01
7.500000000000000000e+00 8.204501200011764528e-01 1.795498799988164973e-01
1.000000000000000000e+01 9.953363737821161461e-01 4.663626217868496390e-03
1.250000000000000000e+01 9.046015769537909534e-01 9.539842304619139401e-02
1.500000000000000000e+01 6.002782317946121493e-01 3.997217682053612053e-01
1.750000000000000000e+01 2.419083298971109186e-01 7.580916701028641569e-01
2.000000000000000000e+01 2.615289368279766907e-02 9.738471063171831865e-01
2.250000000000000000e+01 6.566227995095086367e-02 9.343377200490204926e-01
2.500000000000000000e+01 3.393197041573506878e-01 6.606802958426121197e-01
2.750000000000000000e+01 7.038354827598780616e-01 2.961645172400813042e-01
3.000000000000000000e+01 9.565172816514815324e-01 4.348271834847374645e-02
3.250000000000000000e+01 9.633374973227504245e-01 3.666250267720740086e-02
3.500000000000000000e+01 7.209923832985526415e-01 2.790076167014048369e-01
3.750000000000000000e+01 3.588643125707194348e-01 6.411356874292347685e-01
4.000000000000000000e+01 7.846016350428031139e-02 9.215398364956755017e-01
4.250000000000000000e+01 2.570254612633479999e-02 9.742974538736203227e-01
4.500000000000000000e+01 2.274691322348294797e-01 7.725308677651122613e-01
4.750000000000000000e+01 5.774059928424488675e-01 4.225940071574960655e-01
5.000000000000000000e+01 8.841167598647829973e-01 1.158832401351580221e-01
5.250000000000000000e+01 9.888439383669850313e-01 1.115606163295709136e-02
5.500000000000000000e+01 8.335717772129724867e-01 1.664282227869670616e-01
5.750000000000000000e+01 4.977678560826712673e-01 5.022321439172696689e-01
6.000000000000000000e+01 1.656496852174621781e-01 8.343503147824675725e-01
6.250000000000000000e+01 1.186788591475177249e-02 9.881321140851808682e-01
6.500000000000000000e+01 1.222090085832161638e-01 8.777909914167117966e-01
6.750000000000000000e+01 4.384199298718730042e-01 5.615800701280551088e-01
7.000000000000000000e+01 7.848358198272075148e-01 2.151641801727191550e-01
7.250000000000000000e+01 9.801213315813431803e-01 1.987866841858247635e-02
7.500000000000000000e+01 9.183190179422600075e-01 8.168098205766288755e-02
7.750000000000000000e+01 6.332110639420589493e-01 3.667889360578673319e-01
8.000000000000000000e+01 2.812638458668155206e-01 7.187361541331059867e-01
8.250000000000000000e+01 4.470673515937886866e-02 9.552932648405455529e-01
8.500000000000000000e+01 5.342895637008845955e-02 9.465710436298325758e-01
8.750000000000000000e+01 3.046001543986849858e-01 6.953998456012351337e-01
9.000000000000000000e+01 6.615401495524522169e-01 3.384598504474635172e-01
9.250000000000000000e+01 9.368468596536163595e-01 6.315314034630331586e-02
9.500000000000000000e+01 9.761730074948523628e-01 2.382699250505996430e-02
9.750000000000000000e+01 7.572231469646724111e-01 2.427768530352398257e-01
1.000000000000000000e+02 4.015594417896819479e-01 5.984405582102315657e-01
1.025000000000000000e+02 9.737232449884811181e-02 9.026276755010627095e-01
1.050000000000000000e+02 1.324103919594856425e-02 9.867589608039575300e-01
1.075000000000000000e+02 1.925685651480033012e-01 8.074314348519111562e-01
1.100000000000000000e+02 5.361096953151527345e-01 4.638903046847618894e-01
1.125000000000000000e+02 8.649017919458688031e-01 1.350982080540371610e-01
1.150000000000000000e+02 9.983233391864747563e-01 1.676660813432695940e-03
1.175000000000000000e+02 8.654323141712563228e-01 1.345676858286491973e-01
1.200000000000000000e+02 5.374073793367467600e-01 4.625926206631554294e-01
1.225000000000000000e+02 1.853526339360088704e-01 8.146473660638945402e-01
1.250000000000000000e+02 5.336975443153270035e-03 9.946630245567424922e-01
1.275000000000000000e+02 9.392900412561702717e-02 9.060709958742773074e-01
1.300000000000000000e+02 4.021460122397840231e-01 5.978539877601154462e-01
1.325000000000000000e+02 7.660961011056653946e-01 2.339038988942323816e-01
1.350000000000000000e+02 9.830378276962737916e-01 1.696217230361942926e-02
1.375000000000000000e+02 9.400482802658114423e-01 5.995171973407932564e-02
1.400000000000000000e+02 6.631361392452574943e-01 3.368638607546310393e-01
1.425000000000000000e+02 2.986190055649791120e-01 7.013809944349080894e-01
1.450000000000000000e+02 4.701390956787579456e-02 9.529860904320152093e-01
1.475000000000000000e+02 3.922507237885333731e-02 9.607749276210422185e-01
1.500000000000000000e+02 2.798357779682630886e-01 7.201642220316384346e-01
1.525000000000000000e+02 6.434110726837436456e-01 3.565889273161607087e-01
1.550000000000000000e+02 9.285380277271166882e-01 7.146197227278515418e-02
1.575000000000000000e+02 9.839088101223084637e-01 1.609118987759412117e-02
1.600000000000000000e+02 7.781553930711215816e-01 2.218446069287715594e-01
1.625000000000000000e+02 4.207039664451359684e-01 5.792960335547588935e-01
1.650000000000000000e+02 1.112014414418152214e-01 8.887985585580779890e-01
1.675000000000000000e+02 1.216515543069403640e-02 9.878348445692067825e-01
1.700000000000000000e+02 1.762672840894240756e-01 8.237327159104611551e-01
1.725000000000000000e+02 5.157294519960350376e-01 4.842705480038569377e-01
1.750000000000000000e+02 8.438624385872568467e-01 1.561375614126300215e-01
1.775000000000000000e+02 9.910510324631931489e-01 8.948967536695188671e-03
1.800000000000000000e+02 8.771820771807699035e-01 1.228179228191145500e-01
1.825000000000000000e+02 5.607329778345184756e-01 4.392670221653645624e-01
1.850000000000000000e+02 2.146364609831054038e-01 7.853635390167711394e-01
1.875000000000000000e+02 1.999566387875505169e-02 9.800043361211220327e-01
1.900000000000000000e+02 8.519886355596131833e-02 9.148011364439212478e-01
1.925000000000000000e+02 3.763074135002813514e-01 6.236925864996007984e-01
1.950000000000000000e+02 7.315261029867725640e-01 2.684738970131093083e-01
1.975000000000000000e+02 9.639577800793246443e-01 3.604221992055395979e-02
2.000000000000000000e+02 9.464449782675397049e-01 5.355502173233940566e-02
2.025000000000000000e+02 6.901928410291209293e-01 3.098071589707577234e-01
2.050000000000000000e+02 3.370565511366367950e-01 6.629434488632408584e-01
2.075000000000000000e+02 7.028505774249292626e-02 9.297149422573888211e-01
2.100000000000000000e+02 3.541683028595060678e-02 9.645831697139325422e-01
2.125000000000000000e+02 2.513341989240881480e-01 7.486658010757990533e-01
2.150000000000000000e+02 6.010953119549173884e-01 3.989046880449799160e-01
2.175000000000000000e+02 9.024533817970972205e-01 9.754661820280270679e-02
2.200000000000000000e+02 9.874600533909912992e-01 1.253994660890449427e-02
2.225000000000000000e+02 8.091492307582731636e-01 1.908507692416193946e-01
2.250000000000000000e+02 4.653922577659314053e-01 5.346077422339554630e-01
2.275000000000000000e+02 1.378215873456994922e-01 8.621784126541899296e-01
2.300000000000000000e+02 8.624823495911317431e-03 9.913751765039706676e-01
2.325000000000000000e+02 1.452902073750838297e-01 8.547097926247960720e-01
2.350000000000000000e+02 4.716450579608392757e-01 5.283549420390358797e-01
2.375000000000000000e+02 8.171489797882549588e-01 1.828510202116197247e-01
2.400000000000000000e+02 9.924036699264164874e-01 7.596330073456603743e-03
2.425000000000000000e+02 9.057218542839163833e-01 9.427814571595545534e-02
2.450000000000000000e+02 6.031869512216003759e-01 3.968130487782729476e-01
2.475000000000000000e+02 2.415512094224900042e-01 7.584487905773824590e-01
2.500000000000000000e+02 2.095554803783815714e-02 9.790444519620248309e-01
2.525000000000000000e+02 5.933222232678135588e-02 9.406677776730809626e-01
2.550000000000000000e+02 3.367258998467330122e-01 6.632741001531345937e-01
2.575000000000000000e+02 7.062489397065502272e-01 2.937510602933172121e-01
2.600000000000000000e+02 9.613626861738353568e-01 3.863731382602677428e-02
2.625000000000000000e+02 9.677002160157198718e-01 3.229978398414024704e-02
2.650000000000000000e+02 7.235817350309251550e-01 2.764182649689376770e-01
