0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.000000000000000000e+00 9.999526473521740400e-01 1.238885000383009793e-12 2.845516870061434427e-15 6.141288526635469428e-18 1.226530256294119605e-20
1.000000000000000000e+01 9.999003259457867054e-01 1.221176704361435761e-11 4.896424472946737195e-14 1.622449167689274472e-16 4.646312885970350561e-19
1.500000000000000000e+01 9.999405649963287734e-01 2.067580266070989708e-11 3.537923409033817566e-13 1.558731550089309610e-15 2.557478260244464236e-18
2.000000000000000000e+01 9.999968589679030240e-01 1.883231433798787290e-10 1.336273008898959719e-12 5.709623074691600661e-17 2.784121956267156607e-18
2.500000000000000000e+01 9.999644303062475981e-01 5.446194993000733419e-10 5.769666940949250501e-13 1.907863183106238839e-15 1.288752266653881422e-18
3.000000000000000000e+01 9.999034724845932143e-01 8.411310657211418050e-10 2.270745018556950964e-14 9.379571612985319099e-17 3.878391929492525722e-19
3.500000000000000000e+01 9.999288268446553385e-01 8.501425775062975094e-10 2.190888901704657212e-15 8.328592387265449121e-18 1.008957136100174605e-19
4.000000000000000000e+01 9.999940866013952157e-01 9.290713730627550016e-10 2.724665070951840019e-16 1.080279716050441999e-17 1.062271089944063216e-21
4.500000000000000000e+01 9.999758256414941204e-01 9.524981591664205680e-10 6.828457612639610793e-15 1.098100380296654560e-18 1.448741349669396873e-20
5.000000000000000000e+01 9.999088105342356370e-01 1.008408493184734207e-09 7.874448205494310340e-14 2.751981687347075856e-16 1.046725855011571469e-18
5.500000000000000000e+01 9.999187435887232356e-01 1.075762905121382996e-09 2.062843127935594988e-13 9.798559612468540704e-16 2.797896888451516853e-18
6.000000000000000000e+01 9.999856161462027382e-01 1.681864858716523358e-09 1.224490302712425332e-12 4.587163710934658866e-16 1.689018703787599221e-18
6.500000000000000000e+01 9.999847092534899229e-01 2.557743122388254209e-09 8.195404750591621255e-13 1.768654670101375729e-15 1.561037543840102024e-19
7.000000000000000000e+01 9.999174926715931333e-01 3.374686601938492190e-09 1.749690109461038297e-14 2.285934116435339714e-16 1.432273431457527923e-18
7.500000000000000000e+01 9.999099899622072574e-01 3.471367781146551131e-09 6.170517071908581577e-15 5.307499544598077101e-18 1.986967344361269755e-19
8.000000000000000000e+01 9.999777452403617595e-01 3.647159478033745162e-09 3.508890363768659166e-15 2.738195589257009416e-17 1.233247601569581133e-20
8.500000000000000000e+01 9.999928829337871861e-01 3.694134132417578789e-09 1.144545009105777710e-14 8.634745408537251933e-18 8.971801678143659662e-20
9.000000000000000000e+01 9.999269370067696006e-01 3.804358620896052846e-09 1.053566719825362965e-13 3.252467307084868325e-16 1.277738358040269666e-18
9.500000000000000000e+01 9.999041178060580348e-01 3.797534488478591681e-09 1.611767457539336784e-13 5.729309205876130764e-16 2.111340280043410585e-18
1.000000000000000000e+02 9.999657798098228190e-01 4.610848525318955055e-09 1.016844815216986691e-12 1.004263041869245671e-15 4.655786989152976793e-19
1.050000000000000000e+02 9.999966202742639476e-01 5.979264120185929976e-09 1.024131844161203936e-12 1.209808162296369329e-15 1.942898460330572258e-19
1.100000000000000000e+02 9.999390638304949119e-01 7.383037464355560907e-09 5.803179728724460639e-14 6.493160583838557207e-16 3.077654517479286492e-18
1.150000000000000000e+02 9.999005800162559243e-01 7.776090982852194024e-09 1.388781291595611817e-14 1.565458151056861574e-18 2.062264833047955478e-19
1.200000000000000000e+02 9.999548411593247588e-01 7.980658392482078769e-09 1.244832002286065212e-14 2.960594031768945926e-17 3.546325807023365155e-20
