intensity_meV,P_g_n1_avg,P_g_n2_avg,P_e_n1_avg,P_e_n2_avg
1.0,1.1890964705057412e-19,7.692343391305932e-23,0.0004421106660369996,5.569770054394146e-07
2.0,1.900414581056895e-18,1.2232407565933683e-21,0.0017616990375376653,2.219075668290626e-06
3.0,9.60280625999175e-18,6.129477094603539e-21,0.003938649191591288,4.959952936188256e-06
4.0,3.0269856245486074e-17,1.9095202632559866e-20,0.006939815740192095,8.736214328008907e-06
5.0,7.365100280449663e-17,4.576044616450372e-20,0.010719588453875478,1.3488170254012391e-05
6.0,1.5209014060345187e-16,9.274612681323058e-20,0.015220668663383122,1.914087586420638e-05
7.0,2.8038353514930015e-16,1.6721928678274242e-19,0.020375043673099856,2.560543583791145e-05
8.0,4.7560757403351335e-16,2.764024906814481e-19,0.026105141916525444,3.278055079824453e-05
