intensity_meV,Evib_ground_avg_eV,Evib_excited_avg_eV,Evib_total_avg_eV
1.0,9.525079513472019e-20,0.00035457969603830267,0.0003545796960383029
2.0,1.5222888500560655e-18,0.0014129097510993973,0.0014129097510993986
3.0,7.692052171344765e-18,0.003158855277970931,0.0031588552779709387
4.0,2.424643732060095e-17,0.00556583053507849,0.005565830535078514
5.0,5.899401895746051e-17,0.008597251835506801,0.00859725183550686
6.0,1.2182050628566268e-16,0.012207160332089228,0.012207160332089349
7.0,2.2457437897829247e-16,0.016341003635820545,0.016341003635820767
8.0,3.8092830321190103e-16,0.020936562414497543,0.020936562414497924
